household_id,snapshot_date,risk_score,risk_rank,top_05_flag,top_10_flag,top_20_flag
579,2017-11-30 23:59:59,0.4050838853649374,141,False,True,True
1006,2017-11-30 23:59:59,0.4044121200606667,142,False,True,True
1122,2017-11-30 23:59:59,0.4037753274582547,143,False,True,True
420,2017-11-30 23:59:59,0.40340480277816954,144,False,True,True
566,2017-11-30 23:59:59,0.40335948933869625,145,False,True,True
657,2017-11-30 23:59:59,0.4012584226898789,146,False,True,True
966,2017-11-30 23:59:59,0.397590362111951,147,False,True,True
1242,2017-11-30 23:59:59,0.3970357788348878,148,False,True,True
76,2017-11-30 23:59:59,0.3963930376240361,149,False,True,True
1360,2017-11-30 23:59:59,0.39473737546204785,150,False,True,True
382,2017-11-30 23:59:59,0.39408290913649596,151,False,True,True
555,2017-11-30 23:59:59,0.39377784347380984,152,False,True,True
861,2017-11-30 23:59:59,0.392646556924577,153,False,True,True
1022,2017-11-30 23:59:59,0.3915331550413904,154,False,True,True
529,2017-11-30 23:59:59,0.3900207826509732,155,False,True,True
1243,2017-11-30 23:59:59,0.38979749622022897,156,False,True,True
1292,2017-11-30 23:59:59,0.38908099428575843,157,False,True,True
1371,2017-11-30 23:59:59,0.3882243081136346,158,False,True,True
565,2017-11-30 23:59:59,0.3880930469980781,159,False,True,True
783,2017-11-30 23:59:59,0.38757243697706073,160,False,True,True
1999,2017-11-30 23:59:59,0.3875515670675732,161,False,True,True
2091,2017-11-30 23:59:59,0.3870043564505092,162,False,True,True
2218,2017-11-30 23:59:59,0.386701380902902,163,False,True,True
2308,2017-11-30 23:59:59,0.38618391311958006,164,False,True,True
1544,2017-11-30 23:59:59,0.3861520175055778,165,False,True,True
416,2017-11-30 23:59:59,0.3836201382319477,166,False,True,True
1688,2017-11-30 23:59:59,0.38143652474877104,167,False,True,True
455,2017-11-30 23:59:59,0.38045970421441216,168,False,True,True
729,2017-11-30 23:59:59,0.3799749839342049,169,False,True,True
1885,2017-11-30 23:59:59,0.3797250157834959,170,False,True,True
678,2017-11-30 23:59:59,0.3780667988669327,171,False,True,True
1771,2017-11-30 23:59:59,0.377213486948346,172,False,True,True
2157,2017-11-30 23:59:59,0.3767655448591844,173,False,True,True
1278,2017-11-30 23:59:59,0.37651330869433247,174,False,True,True
2046,2017-11-30 23:59:59,0.37645164015851507,175,False,True,True
2480,2017-11-30 23:59:59,0.3761826442450939,176,False,True,True
241,2017-11-30 23:59:59,0.3761611422776175,177,False,True,True
659,2017-11-30 23:59:59,0.37613630144845234,178,False,True,True
446,2017-11-30 23:59:59,0.37314081587233794,179,False,True,True
1150,2017-11-30 23:59:59,0.37302662389984204,180,False,True,True
1286,2017-11-30 23:59:59,0.37299380897595946,181,False,True,True
1583,2017-11-30 23:59:59,0.3708581008838827,182,False,True,True
615,2017-11-30 23:59:59,0.37074796258104703,183,False,True,True
1093,2017-11-30 23:59:59,0.3691641348931295,184,False,True,True
1232,2017-11-30 23:59:59,0.3691274998246158,185,False,True,True
620,2017-11-30 23:59:59,0.36794862009872553,186,False,True,True
1348,2017-11-30 23:59:59,0.36688761561213384,187,False,True,True
1734,2017-11-30 23:59:59,0.3667776633590509,188,False,True,True
921,2017-11-30 23:59:59,0.3667230852241498,189,False,True,True
2368,2017-11-30 23:59:59,0.3666975429850067,190,False,True,True
268,2017-11-30 23:59:59,0.3662338375512111,191,False,True,True
2473,2017-11-30 23:59:59,0.3661047284604059,192,False,True,True
2436,2017-11-30 23:59:59,0.3649092630568107,193,False,True,True
1493,2017-11-30 23:59:59,0.36415326859216185,194,False,True,True
951,2017-11-30 23:59:59,0.36288258501584986,195,False,True,True
550,2017-11-30 23:59:59,0.3625583301515562,196,False,True,True
1444,2017-11-30 23:59:59,0.3620947440021775,197,False,True,True
1518,2017-11-30 23:59:59,0.3620316546881549,198,False,True,True
1249,2017-11-30 23:59:59,0.35931699669840406,199,False,True,True
487,2017-11-30 23:59:59,0.3586505027891863,200,False,True,True
154,2017-11-30 23:59:59,0.3579750564966787,201,False,True,True
2026,2017-11-30 23:59:59,0.3569132032751927,202,False,True,True
1448,2017-11-30 23:59:59,0.3561350020891817,203,False,True,True
1603,2017-11-30 23:59:59,0.35569759010779306,204,False,True,True
719,2017-11-30 23:59:59,0.3551536221484976,205,False,True,True
970,2017-11-30 23:59:59,0.3549924740839806,206,False,True,True
2191,2017-11-30 23:59:59,0.3545941059131694,207,False,True,True
822,2017-11-30 23:59:59,0.354396829075557,208,False,True,True
447,2017-11-30 23:59:59,0.3532795276174862,209,False,True,True
1951,2017-11-30 23:59:59,0.35300054636204076,210,False,True,True
2253,2017-11-30 23:59:59,0.35287146498944394,211,False,True,True
2228,2017-11-30 23:59:59,0.35266248133749756,212,False,True,True
884,2017-11-30 23:59:59,0.3526505374786959,213,False,True,True
1952,2017-11-30 23:59:59,0.35262317599484216,214,False,True,True
646,2017-11-30 23:59:59,0.35261169795686337,215,False,True,True
1209,2017-11-30 23:59:59,0.352130020912637,216,False,True,True
1013,2017-11-30 23:59:59,0.35102659244166085,217,False,True,True
1853,2017-11-30 23:59:59,0.35091777289911213,218,False,True,True
905,2017-11-30 23:59:59,0.35040453636560365,219,False,True,True
1048,2017-11-30 23:59:59,0.350233547057832,220,False,True,True
1736,2017-11-30 23:59:59,0.3501228570264491,221,False,True,True
686,2017-11-30 23:59:59,0.3500864240689584,222,False,True,True
482,2017-11-30 23:59:59,0.34995713228178826,223,False,True,True
2054,2017-11-30 23:59:59,0.34982670141979066,224,False,True,True
1840,2017-11-30 23:59:59,0.34965830410795123,225,False,True,True
2362,2017-11-30 23:59:59,0.34895073886889577,226,False,True,True
1099,2017-11-30 23:59:59,0.3479194077045915,227,False,True,True
1033,2017-11-30 23:59:59,0.34596544083460257,228,False,True,True
1904,2017-11-30 23:59:59,0.3458982736648163,229,False,True,True
1902,2017-11-30 23:59:59,0.34571474836306987,230,False,True,True
2461,2017-11-30 23:59:59,0.345700026268216,231,False,True,True
1667,2017-11-30 23:59:59,0.3453645581432744,232,False,True,True
1469,2017-11-30 23:59:59,0.34494614705132176,233,False,True,True
1756,2017-11-30 23:59:59,0.3438520125862996,234,False,False,True
103,2017-11-30 23:59:59,0.3432004511245887,235,False,False,True
1466,2017-11-30 23:59:59,0.3429462111253047,236,False,False,True
1780,2017-11-30 23:59:59,0.3419747620080029,237,False,False,True
30,2017-11-30 23:59:59,0.3418079023199789,238,False,False,True
2045,2017-11-30 23:59:59,0.3416204061607229,239,False,False,True
904,2017-11-30 23:59:59,0.341479141580849,240,False,False,True
349,2017-11-30 23:59:59,0.341206943012813,241,False,False,True
1671,2017-11-30 23:59:59,0.3408725120088279,242,False,False,True
73,2017-11-30 23:59:59,0.33990135830119045,243,False,False,True
1233,2017-11-30 23:59:59,0.3396000833556925,244,False,False,True
2434,2017-11-30 23:59:59,0.3393574650061453,245,False,False,True
1068,2017-11-30 23:59:59,0.33856834451606993,246,False,False,True
795,2017-11-30 23:59:59,0.33843914595883406,247,False,False,True
2268,2017-11-30 23:59:59,0.3383896218662634,248,False,False,True
370,2017-11-30 23:59:59,0.33778256540096,249,False,False,True
1009,2017-11-30 23:59:59,0.33670748748665585,250,False,False,True
1235,2017-11-30 23:59:59,0.3363477892330983,251,False,False,True
1456,2017-11-30 23:59:59,0.3360162034521518,252,False,False,True
2286,2017-11-30 23:59:59,0.3354814042176911,253,False,False,True
1646,2017-11-30 23:59:59,0.335343267809779,254,False,False,True
1866,2017-11-30 23:59:59,0.3342767521359049,255,False,False,True
366,2017-11-30 23:59:59,0.3342000733496654,256,False,False,True
2490,2017-11-30 23:59:59,0.33409379819174106,257,False,False,True
628,2017-11-30 23:59:59,0.3337427553876174,258,False,False,True
45,2017-11-30 23:59:59,0.3335005712890327,259,False,False,True
1974,2017-11-30 23:59:59,0.3314462921166284,260,False,False,True
890,2017-11-30 23:59:59,0.33144360756943414,261,False,False,True
344,2017-11-30 23:59:59,0.3309024138012467,262,False,False,True
649,2017-11-30 23:59:59,0.33058927294044105,263,False,False,True
1002,2017-11-30 23:59:59,0.3298197593901596,264,False,False,True
2081,2017-11-30 23:59:59,0.32947918254604713,265,False,False,True
2493,2017-11-30 23:59:59,0.32870010288660845,266,False,False,True
1772,2017-11-30 23:59:59,0.3282634155010373,267,False,False,True
1030,2017-11-30 23:59:59,0.3282162041719252,268,False,False,True
2073,2017-11-30 23:59:59,0.32740221029533945,269,False,False,True
1202,2017-11-30 23:59:59,0.32726302488126163,270,False,False,True
2355,2017-11-30 23:59:59,0.32664304642244196,271,False,False,True
1750,2017-11-30 23:59:59,0.32423730248830385,272,False,False,True
479,2017-11-30 23:59:59,0.323991347253135,273,False,False,True
2487,2017-11-30 23:59:59,0.32378453798390455,274,False,False,True
2454,2017-11-30 23:59:59,0.32254065745873617,275,False,False,True
2327,2017-11-30 23:59:59,0.32253338432547013,276,False,False,True
2044,2017-11-30 23:59:59,0.32240278388258986,277,False,False,True
516,2017-11-30 23:59:59,0.3213045740893621,278,False,False,True
1589,2017-11-30 23:59:59,0.32047232524312597,279,False,False,True
1828,2017-11-30 23:59:59,0.3199840687834462,280,False,False,True
1635,2017-11-30 23:59:59,0.3196927713284603,281,False,False,True
1910,2017-11-30 23:59:59,0.31851734862207426,282,False,False,True
1521,2017-11-30 23:59:59,0.3183855833886367,283,False,False,True
2151,2017-11-30 23:59:59,0.3179892276194139,284,False,False,True
1107,2017-11-30 23:59:59,0.3177647378611387,285,False,False,True
974,2017-11-30 23:59:59,0.3172198304987884,286,False,False,True
821,2017-11-30 23:59:59,0.3159468994954168,287,False,False,True
1031,2017-11-30 23:59:59,0.3157925965782679,288,False,False,True
501,2017-11-30 23:59:59,0.31570760941499854,289,False,False,True
836,2017-11-30 23:59:59,0.31512081958530286,290,False,False,True
1503,2017-11-30 23:59:59,0.31491750392537465,291,False,False,True
749,2017-11-30 23:59:59,0.3148390379117734,292,False,False,True
1436,2017-11-30 23:59:59,0.31476621054177706,293,False,False,True
2357,2017-11-30 23:59:59,0.3136745228650447,294,False,False,True
2353,2017-11-30 23:59:59,0.3135263121184364,295,False,False,True
66,2017-11-30 23:59:59,0.3130938666037361,296,False,False,True
760,2017-11-30 23:59:59,0.3126498964482335,297,False,False,True
2309,2017-11-30 23:59:59,0.3125347289234012,298,False,False,True
2092,2017-11-30 23:59:59,0.31227517091884693,299,False,False,True
1118,2017-11-30 23:59:59,0.31154009601414395,300,False,False,True
1230,2017-11-30 23:59:59,0.31150697371912595,301,False,False,True
465,2017-11-30 23:59:59,0.3112678472346951,302,False,False,True
789,2017-11-30 23:59:59,0.30957188579100925,303,False,False,True
267,2017-11-30 23:59:59,0.3095161848071479,304,False,False,True
2165,2017-11-30 23:59:59,0.30883738977531666,305,False,False,True
24,2017-11-30 23:59:59,0.30744655146022015,306,False,False,True
1895,2017-11-30 23:59:59,0.3070054141000594,307,False,False,True
571,2017-11-30 23:59:59,0.3068845560992041,308,False,False,True
589,2017-11-30 23:59:59,0.30671468035262606,309,False,False,True
549,2017-11-30 23:59:59,0.3062399971178186,310,False,False,True
1880,2017-11-30 23:59:59,0.30577495184976416,311,False,False,True
5,2017-11-30 23:59:59,0.3054878554639433,312,False,False,True
791,2017-11-30 23:59:59,0.30492258575227443,313,False,False,True
746,2017-11-30 23:59:59,0.30430798926119274,314,False,False,True
1867,2017-11-30 23:59:59,0.30401540585769127,315,False,False,True
610,2017-11-30 23:59:59,0.30374107904615816,316,False,False,True
340,2017-11-30 23:59:59,0.30352765828134914,317,False,False,True
1372,2017-11-30 23:59:59,0.30183078072846203,318,False,False,True
1641,2017-11-30 23:59:59,0.3018220676907835,319,False,False,True
756,2017-11-30 23:59:59,0.3005843227284046,320,False,False,True
481,2017-11-30 23:59:59,0.30057941146426875,321,False,False,True
70,2017-11-30 23:59:59,0.29979517039071196,322,False,False,True
765,2017-11-30 23:59:59,0.29913086851816706,323,False,False,True
1410,2017-11-30 23:59:59,0.29853843976398586,324,False,False,True
151,2017-11-30 23:59:59,0.2979011004212506,325,False,False,True
1152,2017-11-30 23:59:59,0.2973964378124669,326,False,False,True
326,2017-11-30 23:59:59,0.29637569294052396,327,False,False,True
1606,2017-11-30 23:59:59,0.2963551133757984,328,False,False,True
994,2017-11-30 23:59:59,0.2962779174288969,329,False,False,True
1399,2017-11-30 23:59:59,0.2951656984186341,330,False,False,True
751,2017-11-30 23:59:59,0.29331680059112225,331,False,False,True
341,2017-11-30 23:59:59,0.2919343380604134,332,False,False,True
1652,2017-11-30 23:59:59,0.291636336535786,333,False,False,True
759,2017-11-30 23:59:59,0.29153981081918656,334,False,False,True
1237,2017-11-30 23:59:59,0.29134009627125024,335,False,False,True
453,2017-11-30 23:59:59,0.2904193948314754,336,False,False,True
1938,2017-11-30 23:59:59,0.29018670625752385,337,False,False,True
93,2017-11-30 23:59:59,0.28977003522892447,338,False,False,True
1576,2017-11-30 23:59:59,0.28908284006801793,339,False,False,True
652,2017-11-30 23:59:59,0.28767822597141884,340,False,False,True
207,2017-11-30 23:59:59,0.28682922836665314,341,False,False,True
519,2017-11-30 23:59:59,0.28594093949325056,342,False,False,True
1486,2017-11-30 23:59:59,0.28564560182752813,343,False,False,True
1846,2017-11-30 23:59:59,0.2843550199946332,344,False,False,True
1108,2017-11-30 23:59:59,0.28422850850990405,345,False,False,True
2210,2017-11-30 23:59:59,0.2841017349831497,346,False,False,True
1215,2017-11-30 23:59:59,0.2836381551960973,347,False,False,True
9,2017-11-30 23:59:59,0.2830357491205295,348,False,False,True
1909,2017-11-30 23:59:59,0.2787990667454654,349,False,False,True
1311,2017-11-30 23:59:59,0.2780948746440036,350,False,False,True
1432,2017-11-30 23:59:59,0.2777971178088402,351,False,False,True
1755,2017-11-30 23:59:59,0.27731609052983947,352,False,False,True
2214,2017-11-30 23:59:59,0.27719850627275383,353,False,False,True
44,2017-11-30 23:59:59,0.27705657409619444,354,False,False,True
126,2017-11-30 23:59:59,0.27696695415357614,355,False,False,True
2213,2017-11-30 23:59:59,0.276769569174806,356,False,False,True
333,2017-11-30 23:59:59,0.2756747110620007,357,False,False,True
2093,2017-11-30 23:59:59,0.27565688491777235,358,False,False,True
2016,2017-11-30 23:59:59,0.2751002482655336,359,False,False,True
1426,2017-11-30 23:59:59,0.27455628202940435,360,False,False,True
1252,2017-11-30 23:59:59,0.2728237343340207,361,False,False,True
1177,2017-11-30 23:59:59,0.27282047150040595,362,False,False,True
188,2017-11-30 23:59:59,0.2727576653226809,363,False,False,True
1435,2017-11-30 23:59:59,0.2724873196145568,364,False,False,True
1201,2017-11-30 23:59:59,0.27201061727971637,365,False,False,True
1889,2017-11-30 23:59:59,0.2713827156815114,366,False,False,True
838,2017-11-30 23:59:59,0.27134494838448353,367,False,False,True
1413,2017-11-30 23:59:59,0.27107847400932966,368,False,False,True
2491,2017-11-30 23:59:59,0.270770127613121,369,False,False,True
1380,2017-11-30 23:59:59,0.2705475862311488,370,False,False,True
486,2017-11-30 23:59:59,0.2705355446603501,371,False,False,True
29,2017-11-30 23:59:59,0.2690587836454192,372,False,False,True
1507,2017-11-30 23:59:59,0.26892265544476396,373,False,False,True
665,2017-11-30 23:59:59,0.2688336880433623,374,False,False,True
260,2017-11-30 23:59:59,0.26844882832625316,375,False,False,True
1281,2017-11-30 23:59:59,0.26773548706903405,376,False,False,True
537,2017-11-30 23:59:59,0.26732959478806867,377,False,False,True
141,2017-11-30 23:59:59,0.26616915911322714,378,False,False,True
63,2017-11-30 23:59:59,0.2659162847096828,379,False,False,True
677,2017-11-30 23:59:59,0.26582758919807403,380,False,False,True
773,2017-11-30 23:59:59,0.2641679477486916,381,False,False,True
2167,2017-11-30 23:59:59,0.2640166141014229,382,False,False,True
1569,2017-11-30 23:59:59,0.2635649934000231,383,False,False,True
3,2017-11-30 23:59:59,0.26271106052607235,384,False,False,True
444,2017-11-30 23:59:59,0.262180523443383,385,False,False,True
1255,2017-11-30 23:59:59,0.2621076753497954,386,False,False,True
1468,2017-11-30 23:59:59,0.26189190563963893,387,False,False,True
274,2017-11-30 23:59:59,0.26150971968960673,388,False,False,True
107,2017-11-30 23:59:59,0.2614319349362732,389,False,False,True
1884,2017-11-30 23:59:59,0.26080219626867335,390,False,False,True
1301,2017-11-30 23:59:59,0.2602382967618197,391,False,False,True
1977,2017-11-30 23:59:59,0.2600938023256935,392,False,False,True
570,2017-11-30 23:59:59,0.25964552991573503,393,False,False,True
2074,2017-11-30 23:59:59,0.2589082014635263,394,False,False,True
794,2017-11-30 23:59:59,0.258289129815222,395,False,False,True
471,2017-11-30 23:59:59,0.2581519918195362,396,False,False,True
1571,2017-11-30 23:59:59,0.2579738134405735,397,False,False,True
1697,2017-11-30 23:59:59,0.2572792780230246,398,False,False,True
277,2017-11-30 23:59:59,0.2571310432652244,399,False,False,True
1086,2017-11-30 23:59:59,0.2567660241848197,400,False,False,True
190,2017-11-30 23:59:59,0.2565114665532721,401,False,False,True
2323,2017-11-30 23:59:59,0.2564887623261803,402,False,False,True
111,2017-11-30 23:59:59,0.2561890543399911,403,False,False,True
2477,2017-11-30 23:59:59,0.2558483679008759,404,False,False,True
1958,2017-11-30 23:59:59,0.25560950096824087,405,False,False,True
202,2017-11-30 23:59:59,0.25496433175555006,406,False,False,True
938,2017-11-30 23:59:59,0.25476249232126,407,False,False,True
1565,2017-11-30 23:59:59,0.25471577402971995,408,False,False,True
587,2017-11-30 23:59:59,0.2545854464143242,409,False,False,True
1701,2017-11-30 23:59:59,0.2542641993884285,410,False,False,True
1615,2017-11-30 23:59:59,0.2538264452337427,411,False,False,True
1859,2017-11-30 23:59:59,0.25374738087745835,412,False,False,True
826,2017-11-30 23:59:59,0.2533894886897172,413,False,False,True
2387,2017-11-30 23:59:59,0.25317902247307944,414,False,False,True
717,2017-11-30 23:59:59,0.2529488646630074,415,False,False,True
236,2017-11-30 23:59:59,0.2525371494537217,416,False,False,True
2096,2017-11-30 23:59:59,0.25238188831006486,417,False,False,True
554,2017-11-30 23:59:59,0.2521106292967589,418,False,False,True
449,2017-11-30 23:59:59,0.2520441988213264,419,False,False,True
1983,2017-11-30 23:59:59,0.25199693238216125,420,False,False,True
2197,2017-11-30 23:59:59,0.2506241861005576,421,False,False,True
203,2017-11-30 23:59:59,0.2505413160597355,422,False,False,True
713,2017-11-30 23:59:59,0.25011497522003057,423,False,False,True
419,2017-11-30 23:59:59,0.249260640964716,424,False,False,True
43,2017-11-30 23:59:59,0.24919344491438442,425,False,False,True
892,2017-11-30 23:59:59,0.24894332533064778,426,False,False,True
1498,2017-11-30 23:59:59,0.2483183365601254,427,False,False,True
