store_id,dept_id,state_id,d,date,forecast_horizon,actual,prediction,error
CA_1,FOODS_2,CA,d_1921,2016-05-02,8,620.0,597.4645710922315,-22.535428907768505
CA_1,FOODS_2,CA,d_1922,2016-05-03,9,525.0,530.8656717710688,5.865671771068833
CA_1,FOODS_2,CA,d_1923,2016-05-04,10,531.0,504.4686490472824,-26.531350952717617
CA_1,FOODS_2,CA,d_1924,2016-05-05,11,450.0,492.5114375142968,42.5114375142968
CA_1,FOODS_2,CA,d_1925,2016-05-06,12,560.0,551.7927028540367,-8.207297145963253
CA_1,FOODS_2,CA,d_1926,2016-05-07,13,683.0,697.7578387934188,14.757838793418841
CA_1,FOODS_2,CA,d_1927,2016-05-08,14,539.0,559.3500832523365,20.350083252336503
CA_1,FOODS_2,CA,d_1928,2016-05-09,15,617.0,586.0444058104686,-30.95559418953144
CA_1,FOODS_2,CA,d_1929,2016-05-10,16,627.0,514.863327624213,-112.13667237578704
CA_1,FOODS_2,CA,d_1930,2016-05-11,17,446.0,455.47843961203597,9.47843961203597
CA_1,FOODS_2,CA,d_1931,2016-05-12,18,457.0,452.1084839270899,-4.891516072910122
CA_1,FOODS_2,CA,d_1932,2016-05-13,19,545.0,489.76056153308923,-55.23943846691077
CA_1,FOODS_2,CA,d_1933,2016-05-14,20,611.0,647.2786183094863,36.27861830948632
CA_1,FOODS_2,CA,d_1934,2016-05-15,21,781.0,695.1471692193976,-85.8528307806024
CA_1,FOODS_2,CA,d_1935,2016-05-16,22,555.0,537.19601763913,-17.80398236087001
CA_1,FOODS_2,CA,d_1936,2016-05-17,23,476.0,452.461526531205,-23.53847346879502
CA_1,FOODS_2,CA,d_1937,2016-05-18,24,427.0,440.95935876175844,13.959358761758438
CA_1,FOODS_2,CA,d_1938,2016-05-19,25,411.0,433.6147007744823,22.614700774482287
CA_1,FOODS_2,CA,d_1939,2016-05-20,26,434.0,469.4608795499557,35.46087954995568
CA_1,FOODS_2,CA,d_1940,2016-05-21,27,627.0,620.4058042132202,-6.594195786779778
CA_1,FOODS_2,CA,d_1941,2016-05-22,28,719.0,661.8778748087547,-57.122125191245345
CA_1,FOODS_3,CA,d_1914,2016-04-25,1,2141.0,1974.3074118796026,-166.69258812039743
CA_1,FOODS_3,CA,d_1915,2016-04-26,2,1759.0,1777.88855251864,18.888552518639926
CA_1,FOODS_3,CA,d_1916,2016-04-27,3,1787.0,1788.6727863230506,1.672786323050559
CA_1,FOODS_3,CA,d_1917,2016-04-28,4,1718.0,1791.4312492579738,73.43124925797383
CA_1,FOODS_3,CA,d_1918,2016-04-29,5,2182.0,2297.514038132149,115.51403813214893
CA_1,FOODS_3,CA,d_1919,2016-04-30,6,2842.0,2843.9295473003804,1.9295473003803636
CA_1,FOODS_3,CA,d_1920,2016-05-01,7,3131.0,2956.1300394326254,-174.86996056737462
CA_1,FOODS_3,CA,d_1921,2016-05-02,8,2396.0,2263.449470989669,-132.55052901033105
CA_1,FOODS_3,CA,d_1922,2016-05-03,9,2140.0,2079.2750822523335,-60.724917747666495
CA_1,FOODS_3,CA,d_1923,2016-05-04,10,2037.0,2048.960218028254,11.960218028254076
CA_1,FOODS_3,CA,d_1924,2016-05-05,11,1974.0,2013.1147125672874,39.11471256728737
CA_1,FOODS_3,CA,d_1925,2016-05-06,12,2319.0,2342.3196471811348,23.31964718113477
CA_1,FOODS_3,CA,d_1926,2016-05-07,13,2949.0,2966.669220226157,17.669220226156995
CA_1,FOODS_3,CA,d_1927,2016-05-08,14,2771.0,2593.153103891307,-177.84689610869282
CA_1,FOODS_3,CA,d_1928,2016-05-09,15,2330.0,2271.348673940153,-58.65132605984718
CA_1,FOODS_3,CA,d_1929,2016-05-10,16,1943.0,2080.2257060105767,137.2257060105767
CA_1,FOODS_3,CA,d_1930,2016-05-11,17,1962.0,1864.6116751966129,-97.38832480338715
CA_1,FOODS_3,CA,d_1931,2016-05-12,18,1950.0,1867.058779640921,-82.9412203590789
CA_1,FOODS_3,CA,d_1932,2016-05-13,19,2408.0,2267.172846012922,-140.82715398707796
CA_1,FOODS_3,CA,d_1933,2016-05-14,20,3000.0,2837.817810162505,-162.18218983749512
CA_1,FOODS_3,CA,d_1934,2016-05-15,21,3521.0,2953.033622044011,-567.9663779559892
CA_1,FOODS_3,CA,d_1935,2016-05-16,22,2366.0,2097.4071500268215,-268.59284997317855
CA_1,FOODS_3,CA,d_1936,2016-05-17,23,2016.0,1813.900370515121,-202.09962948487896
CA_1,FOODS_3,CA,d_1937,2016-05-18,24,1992.0,1758.2648634027032,-233.7351365972968
CA_1,FOODS_3,CA,d_1938,2016-05-19,25,2113.0,1756.8591387719418,-356.14086122805816
CA_1,FOODS_3,CA,d_1939,2016-05-20,26,2249.0,2231.889499875891,-17.110500124108967
CA_1,FOODS_3,CA,d_1940,2016-05-21,27,2729.0,2743.9336680216534,14.933668021653375
CA_1,FOODS_3,CA,d_1941,2016-05-22,28,3274.0,2888.1482250960057,-385.8517749039943
CA_1,HOBBIES_1,CA,d_1914,2016-04-25,1,546.0,444.48552686353685,-101.51447313646315
CA_1,HOBBIES_1,CA,d_1915,2016-04-26,2,395.0,410.434853955697,15.434853955697008
CA_1,HOBBIES_1,CA,d_1916,2016-04-27,3,418.0,409.1596287475341,-8.8403712524659
CA_1,HOBBIES_1,CA,d_1917,2016-04-28,4,385.0,410.8576248152748,25.85762481527479
CA_1,HOBBIES_1,CA,d_1918,2016-04-29,5,550.0,467.9894841057804,-82.01051589421962
CA_1,HOBBIES_1,CA,d_1919,2016-04-30,6,574.0,586.5318113398602,12.531811339860155
CA_1,HOBBIES_1,CA,d_1920,2016-05-01,7,625.0,580.1459532092066,-44.854046790793404
CA_1,HOBBIES_1,CA,d_1921,2016-05-02,8,478.0,501.2456313831312,23.245631383131183
CA_1,HOBBIES_1,CA,d_1922,2016-05-03,9,582.0,472.0243075360517,-109.97569246394829
CA_1,HOBBIES_1,CA,d_1923,2016-05-04,10,522.0,432.2403619362371,-89.7596380637629
CA_1,HOBBIES_1,CA,d_1924,2016-05-05,11,405.0,416.60918888785926,11.609188887859261
CA_1,HOBBIES_1,CA,d_1925,2016-05-06,12,529.0,497.0984187325691,-31.901581267430913
CA_1,HOBBIES_1,CA,d_1926,2016-05-07,13,579.0,606.9739693762687,27.973969376268656
CA_1,HOBBIES_1,CA,d_1927,2016-05-08,14,451.0,444.6577673434809,-6.342232656519116
CA_1,HOBBIES_1,CA,d_1928,2016-05-09,15,592.0,463.46606503658296,-128.53393496341704
CA_1,HOBBIES_1,CA,d_1929,2016-05-10,16,334.0,431.8581510789514,97.85815107895138
CA_1,HOBBIES_1,CA,d_1930,2016-05-11,17,453.0,416.9573739954966,-36.042626004503404
CA_1,HOBBIES_1,CA,d_1931,2016-05-12,18,546.0,418.3440115726224,-127.65598842737762
CA_1,HOBBIES_1,CA,d_1932,2016-05-13,19,546.0,476.2867450563148,-69.71325494368517
CA_1,HOBBIES_1,CA,d_1933,2016-05-14,20,732.0,596.9566428926481,-135.04335710735188
CA_1,HOBBIES_1,CA,d_1934,2016-05-15,21,631.0,577.5658570647424,-53.43414293525757
CA_1,HOBBIES_1,CA,d_1935,2016-05-16,22,389.0,454.2161516115736,65.2161516115736
CA_1,HOBBIES_1,CA,d_1936,2016-05-17,23,347.0,409.41221488961367,62.412214889613665
CA_1,HOBBIES_1,CA,d_1937,2016-05-18,24,353.0,409.41221488961367,56.412214889613665
CA_1,HOBBIES_1,CA,d_1938,2016-05-19,25,354.0,412.6998099387475,58.69980993874748
CA_1,HOBBIES_1,CA,d_1939,2016-05-20,26,494.0,466.9960581219205,-27.0039418780795
CA_1,HOBBIES_1,CA,d_1940,2016-05-21,27,656.0,580.7978649308809,-75.2021350691191
CA_1,HOBBIES_1,CA,d_1941,2016-05-22,28,588.0,562.8037268669539,-25.196273133046134
CA_1,HOBBIES_2,CA,d_1914,2016-04-25,1,43.0,39.41232543160608,-3.587674568393922
CA_1,HOBBIES_2,CA,d_1915,2016-04-26,2,31.0,39.45486697721361,8.454866977213612
CA_1,HOBBIES_2,CA,d_1916,2016-04-27,3,33.0,38.876381407212875,5.876381407212875
CA_1,HOBBIES_2,CA,d_1917,2016-04-28,4,47.0,39.46180521807372,-7.538194781926279
CA_1,HOBBIES_2,CA,d_1918,2016-04-29,5,34.0,45.366464814321674,11.366464814321674
CA_1,HOBBIES_2,CA,d_1919,2016-04-30,6,62.0,48.82254779843951,-13.177452201560492
CA_1,HOBBIES_2,CA,d_1920,2016-05-01,7,59.0,44.20129083418341,-14.79870916581659
CA_1,HOBBIES_2,CA,d_1921,2016-05-02,8,51.0,41.96773278489603,-9.032267215103971
CA_1,HOBBIES_2,CA,d_1922,2016-05-03,9,46.0,42.38189001216476,-3.61810998783524
CA_1,HOBBIES_2,CA,d_1923,2016-05-04,10,43.0,39.92880772210643,-3.071192277893573
CA_1,HOBBIES_2,CA,d_1924,2016-05-05,11,34.0,35.021173721343985,1.0211737213439847
CA_1,HOBBIES_2,CA,d_1925,2016-05-06,12,41.0,43.1254279033636,2.125427903363601
CA_1,HOBBIES_2,CA,d_1926,2016-05-07,13,67.0,49.36780731230167,-17.63219268769833
CA_1,HOBBIES_2,CA,d_1927,2016-05-08,14,62.0,35.4041533514032,-26.595846648596797
CA_1,HOBBIES_2,CA,d_1928,2016-05-09,15,49.0,39.50405531921324,-9.495944680786756
CA_1,HOBBIES_2,CA,d_1929,2016-05-10,16,55.0,39.54659686482078,-15.453403135179222
CA_1,HOBBIES_2,CA,d_1930,2016-05-11,17,52.0,39.8679741862564,-12.132025813743603
CA_1,HOBBIES_2,CA,d_1931,2016-05-12,18,50.0,40.14203950650229,-9.857960493497707
CA_1,HOBBIES_2,CA,d_1932,2016-05-13,19,42.0,43.43330867324945,1.4333086732494493
CA_1,HOBBIES_2,CA,d_1933,2016-05-14,20,74.0,49.675688082187534,-24.324311917812466
CA_1,HOBBIES_2,CA,d_1934,2016-05-15,21,56.0,49.08439156497539,-6.915608435024609
CA_1,HOBBIES_2,CA,d_1935,2016-05-16,22,28.0,39.82543264064886,11.825432640648863
CA_1,HOBBIES_2,CA,d_1936,2016-05-17,23,46.0,39.857836645617645,-6.142163354382355
CA_1,HOBBIES_2,CA,d_1937,2016-05-18,24,28.0,39.857836645617645,11.857836645617645
CA_1,HOBBIES_2,CA,d_1938,2016-05-19,25,52.0,40.13190196586354,-11.868098034136459
CA_1,HOBBIES_2,CA,d_1939,2016-05-20,26,45.0,43.92083466582975,-1.0791653341702485
CA_1,HOBBIES_2,CA,d_1940,2016-05-21,27,63.0,50.163214074767836,-12.836785925232164
CA_1,HOBBIES_2,CA,d_1941,2016-05-22,28,58.0,49.578542553640055,-8.421457446359945
CA_1,HOUSEHOLD_1,CA,d_1914,2016-04-25,1,780.0,702.1482992986475,-77.85170070135246
CA_1,HOUSEHOLD_1,CA,d_1915,2016-04-26,2,583.0,632.157631879131,49.15763187913103
CA_1,HOUSEHOLD_1,CA,d_1916,2016-04-27,3,615.0,630.2105969520644,15.210596952064407
CA_1,HOUSEHOLD_1,CA,d_1917,2016-04-28,4,552.0,632.084232757019,80.08423275701898
CA_1,HOUSEHOLD_1,CA,d_1918,2016-04-29,5,708.0,742.8140769878648,34.81407698786484
CA_1,HOUSEHOLD_1,CA,d_1919,2016-04-30,6,991.0,931.6523255345387,-59.347674465461296
CA_1,HOUSEHOLD_1,CA,d_1920,2016-05-01,7,1118.0,1027.1675134315324,-90.83248656846763
CA_1,HOUSEHOLD_1,CA,d_1921,2016-05-02,8,763.0,789.2555539735523,26.25555397355231
CA_1,HOUSEHOLD_1,CA,d_1922,2016-05-03,9,761.0,713.3422094267742,-47.65779057322584
CA_1,HOUSEHOLD_1,CA,d_1923,2016-05-04,10,637.0,637.7800617519696,0.7800617519695834
CA_1,HOUSEHOLD_1,CA,d_1924,2016-05-05,11,578.0,613.4245574315636,35.424557431563585
CA_1,HOUSEHOLD_1,CA,d_1925,2016-05-06,12,702.0,734.1624662459546,32.16246624595465
CA_1,HOUSEHOLD_1,CA,d_1926,2016-05-07,13,1048.0,969.1404768695423,-78.85952313045766
CA_1,HOUSEHOLD_1,CA,d_1927,2016-05-08,14,768.0,786.4478529069581,18.447852906958133
CA_1,HOUSEHOLD_1,CA,d_1928,2016-05-09,15,752.0,719.443907389791,-32.55609261020902
CA_1,HOUSEHOLD_1,CA,d_1929,2016-05-10,16,623.0,639.1728793874438,16.1728793874438
CA_1,HOUSEHOLD_1,CA,d_1930,2016-05-11,17,593.0,633.5776539035355,40.57765390353552
CA_1,HOUSEHOLD_1,CA,d_1931,2016-05-12,18,597.0,635.1399312178751,38.13993121787507
CA_1,HOUSEHOLD_1,CA,d_1932,2016-05-13,19,777.0,740.7475201522421,-36.252479847757854
CA_1,HOUSEHOLD_1,CA,d_1933,2016-05-14,20,1055.0,978.3084289272659,-76.69157107273406
CA_1,HOUSEHOLD_1,CA,d_1934,2016-05-15,21,965.0,1022.0988642101802,57.09886421018018
CA_1,HOUSEHOLD_1,CA,d_1935,2016-05-16,22,725.0,717.9343598026522,-7.065640197347761
CA_1,HOUSEHOLD_1,CA,d_1936,2016-05-17,23,607.0,637.1193881038221,30.119388103822075
CA_1,HOUSEHOLD_1,CA,d_1937,2016-05-18,24,602.0,631.9602333650361,29.96023336503606
CA_1,HOUSEHOLD_1,CA,d_1938,2016-05-19,25,658.0,634.1888605192778,-23.811139480722204
CA_1,HOUSEHOLD_1,CA,d_1939,2016-05-20,26,665.0,740.5090839123345,75.50908391233452
CA_1,HOUSEHOLD_1,CA,d_1940,2016-05-21,27,978.0,961.9294222938489,-16.070577706151084
CA_1,HOUSEHOLD_1,CA,d_1941,2016-05-22,28,1022.0,1004.9034576840554,-17.09654231594459
CA_1,HOUSEHOLD_2,CA,d_1914,2016-04-25,1,210.0,199.67928242611683,-10.320717573883172
CA_1,HOUSEHOLD_2,CA,d_1915,2016-04-26,2,176.0,197.72158500418314,21.72158500418314
CA_1,HOUSEHOLD_2,CA,d_1916,2016-04-27,3,182.0,197.1430994341824,15.143099434182403
CA_1,HOUSEHOLD_2,CA,d_1917,2016-04-28,4,188.0,198.84109550192315,10.84109550192315
CA_1,HOUSEHOLD_2,CA,d_1918,2016-04-29,5,249.0,240.9026175831108,-8.09738241688919
CA_1,HOUSEHOLD_2,CA,d_1919,2016-04-30,6,321.0,279.2249733360496,-41.77502666395043
CA_1,HOUSEHOLD_2,CA,d_1920,2016-05-01,7,341.0,271.9277124876771,-69.07228751232287
CA_1,HOUSEHOLD_2,CA,d_1921,2016-05-02,8,224.0,204.8701172391052,-19.129882760894787
CA_1,HOUSEHOLD_2,CA,d_1922,2016-05-03,9,208.0,205.2990099277236,-2.7009900722763973
CA_1,HOUSEHOLD_2,CA,d_1923,2016-05-04,10,192.0,200.99968490090578,8.999684900905777
CA_1,HOUSEHOLD_2,CA,d_1924,2016-05-05,11,166.0,196.12865149456064,30.128651494560643
CA_1,HOUSEHOLD_2,CA,d_1925,2016-05-06,12,229.0,241.6922382813099,12.692238281309898
CA_1,HOUSEHOLD_2,CA,d_1926,2016-05-07,13,269.0,281.190112887417,12.190112887417001
CA_1,HOUSEHOLD_2,CA,d_1927,2016-05-08,14,301.0,244.65388775164598,-56.34611224835402
CA_1,HOUSEHOLD_2,CA,d_1928,2016-05-09,15,221.0,202.57517146555384,-18.424828534446164
CA_1,HOUSEHOLD_2,CA,d_1929,2016-05-10,16,196.0,200.61747404362015,4.617474043620149
CA_1,HOUSEHOLD_2,CA,d_1930,2016-05-11,17,197.0,199.11191839421477,2.1119183942147686
CA_1,HOUSEHOLD_2,CA,d_1931,2016-05-12,18,193.0,200.49855597134055,7.498555971340551
CA_1,HOUSEHOLD_2,CA,d_1932,2016-05-13,19,221.0,240.29417391368193,19.29417391368193
CA_1,HOUSEHOLD_2,CA,d_1933,2016-05-14,20,338.0,281.0700607374463,-56.92993926255372
CA_1,HOUSEHOLD_2,CA,d_1934,2016-05-15,21,338.0,285.3445595637698,-52.65544043623021
CA_1,HOUSEHOLD_2,CA,d_1935,2016-05-16,22,228.0,201.06961581614846,-26.930384183851544
CA_1,HOUSEHOLD_2,CA,d_1936,2016-05-17,23,155.0,198.05153773517281,43.051537735172815
CA_1,HOUSEHOLD_2,CA,d_1937,2016-05-18,24,196.0,198.05153773517281,2.051537735172815
CA_1,HOUSEHOLD_2,CA,d_1938,2016-05-19,25,218.0,199.4381753122986,-18.561824687701403
CA_1,HOUSEHOLD_2,CA,d_1939,2016-05-20,26,236.0,239.3839704972045,3.3839704972045013
CA_1,HOUSEHOLD_2,CA,d_1940,2016-05-21,27,284.0,280.6185619079068,-3.3814380920932194
CA_1,HOUSEHOLD_2,CA,d_1941,2016-05-22,28,294.0,286.28970849820894,-7.710291501791062
CA_2,FOODS_1,CA,d_1914,2016-04-25,1,439.0,380.5689789621326,-58.431021037867424
CA_2,FOODS_1,CA,d_1915,2016-04-26,2,362.0,364.1808592636978,2.180859263697812
CA_2,FOODS_1,CA,d_1916,2016-04-27,3,445.0,390.57036798292586,-54.42963201707414
CA_2,FOODS_1,CA,d_1917,2016-04-28,4,445.0,393.6660756294739,-51.33392437052612
CA_2,FOODS_1,CA,d_1918,2016-04-29,5,478.0,465.54812473222887,-12.451875267771129
CA_2,FOODS_1,CA,d_1919,2016-04-30,6,711.0,551.7691133973198,-159.23088660268024
CA_2,FOODS_1,CA,d_1920,2016-05-01,7,576.0,532.4100379073544,-43.58996209264558
CA_2,FOODS_1,CA,d_1921,2016-05-02,8,475.0,425.84098477157596,-49.15901522842404
CA_2,FOODS_1,CA,d_1922,2016-05-03,9,476.0,413.0038999945275,-62.9961000054725
CA_2,FOODS_1,CA,d_1923,2016-05-04,10,537.0,396.1085486010616,-140.8914513989384
CA_2,FOODS_1,CA,d_1924,2016-05-05,11,557.0,396.2118756350639,-160.7881243649361
CA_2,FOODS_1,CA,d_1925,2016-05-06,12,494.0,474.35173120086466,-19.648268799135337
CA_2,FOODS_1,CA,d_1926,2016-05-07,13,719.0,571.2570679356821,-147.74293206431787
CA_2,FOODS_1,CA,d_1927,2016-05-08,14,607.0,432.2949284692336,-174.70507153076642
CA_2,FOODS_1,CA,d_1928,2016-05-09,15,404.0,409.33092208995083,5.330922089950832
CA_2,FOODS_1,CA,d_1929,2016-05-10,16,435.0,396.4938373129024,-38.50616268709763
CA_2,FOODS_1,CA,d_1930,2016-05-11,17,386.0,377.3282572211368,-8.671742778863177
CA_2,FOODS_1,CA,d_1931,2016-05-12,18,494.0,381.11722639438744,-112.88277360561256
CA_2,FOODS_1,CA,d_1932,2016-05-13,19,683.0,448.70006328788145,-234.29993671211855
CA_2,FOODS_1,CA,d_1933,2016-05-14,20,628.0,561.324187715819,-66.675812284181
CA_2,FOODS_1,CA,d_1934,2016-05-15,21,598.0,533.1437171553089,-64.85628284469112
CA_2,FOODS_1,CA,d_1935,2016-05-16,22,468.0,393.7163769195716,-74.28362308042841
CA_2,FOODS_1,CA,d_1936,2016-05-17,23,389.0,365.1606697461982,-23.83933025380179
CA_2,FOODS_1,CA,d_1937,2016-05-18,24,388.0,365.9202910747706,-22.079708925229397
CA_2,FOODS_1,CA,d_1938,2016-05-19,25,404.0,368.7902915952377,-35.209708404762296
CA_2,FOODS_1,CA,d_1939,2016-05-20,26,584.0,431.80787205099614,-152.19212794900386
CA_2,FOODS_1,CA,d_1940,2016-05-21,27,809.0,549.3132577536926,-259.6867422463074
CA_2,FOODS_1,CA,d_1941,2016-05-22,28,735.0,524.6139833208454,-210.38601667915464
CA_2,FOODS_2,CA,d_1914,2016-04-25,1,444.0,423.5122368993244,-20.48776310067558
CA_2,FOODS_2,CA,d_1915,2016-04-26,2,436.0,397.74110411244624,-38.25889588755376
CA_2,FOODS_2,CA,d_1916,2016-04-27,3,359.0,396.60316063892986,37.603160638929864
CA_2,FOODS_2,CA,d_1917,2016-04-28,4,376.0,394.1494398174993,18.149439817499285
CA_2,FOODS_2,CA,d_1918,2016-04-29,5,421.0,450.3875557337945,29.3875557337945
CA_2,FOODS_2,CA,d_1919,2016-04-30,6,597.0,609.2593956555653,12.2593956555653
CA_2,FOODS_2,CA,d_1920,2016-05-01,7,758.0,704.6251483299537,-53.37485167004627
CA_2,FOODS_2,CA,d_1921,2016-05-02,8,625.0,502.47181876191326,-122.52818123808674
CA_2,FOODS_2,CA,d_1922,2016-05-03,9,459.0,468.6634108476359,9.663410847635873
CA_2,FOODS_2,CA,d_1923,2016-05-04,10,557.0,454.07751857822285,-102.92248142177715
CA_2,FOODS_2,CA,d_1924,2016-05-05,11,433.0,454.27630469981415,21.276304699814148
CA_2,FOODS_2,CA,d_1925,2016-05-06,12,556.0,515.6545076109863,-40.34549238901366
CA_2,FOODS_2,CA,d_1926,2016-05-07,13,802.0,682.6570615977755,-119.34293840222449
CA_2,FOODS_2,CA,d_1927,2016-05-08,14,629.0,549.0896320798894,-79.91036792011062
CA_2,FOODS_2,CA,d_1928,2016-05-09,15,607.0,491.2502240977518,-115.74977590224819
CA_2,FOODS_2,CA,d_1929,2016-05-10,16,490.0,457.44181618347443,-32.55818381652557
CA_2,FOODS_2,CA,d_1930,2016-05-11,17,439.0,409.8557152527627,-29.144284747237293
CA_2,FOODS_2,CA,d_1931,2016-05-12,18,413.0,407.1248118829444,-5.875188117055586
CA_2,FOODS_2,CA,d_1932,2016-05-13,19,510.0,460.2691529719978,-49.73084702800219
CA_2,FOODS_2,CA,d_1933,2016-05-14,20,621.0,638.8094790491095,17.80947904910954
CA_2,FOODS_2,CA,d_1934,2016-05-15,21,881.0,681.2022139373992,-199.79778606260084
CA_2,FOODS_2,CA,d_1935,2016-05-16,22,524.0,448.60160306037903,-75.39839693962097
CA_2,FOODS_2,CA,d_1936,2016-05-17,23,460.0,399.19548629689587,-60.804513703104135
CA_2,FOODS_2,CA,d_1937,2016-05-18,24,400.0,396.58598713947066,-3.41401286052934
CA_2,FOODS_2,CA,d_1938,2016-05-19,25,501.0,387.7669621901238,-113.23303780987618
CA_2,FOODS_2,CA,d_1939,2016-05-20,26,476.0,440.25215023158864,-35.747849768411356
CA_2,FOODS_2,CA,d_1940,2016-05-21,27,751.0,612.3815486504955,-138.61845134950454
CA_2,FOODS_2,CA,d_1941,2016-05-22,28,835.0,653.3988327581673,-181.60116724183274
CA_2,FOODS_3,CA,d_1914,2016-04-25,1,1771.0,1588.6364136877637,-182.3635863122363
CA_2,FOODS_3,CA,d_1915,2016-04-26,2,1508.0,1513.7651902822424,5.765190282242429
CA_2,FOODS_3,CA,d_1916,2016-04-27,3,1420.0,1529.4257305234685,109.42573052346847
CA_2,FOODS_3,CA,d_1917,2016-04-28,4,1636.0,1535.876955500366,-100.12304449963403
CA_2,FOODS_3,CA,d_1918,2016-04-29,5,1962.0,1961.1917469698103,-0.8082530301896895
CA_2,FOODS_3,CA,d_1919,2016-04-30,6,2733.0,2569.586689037632,-163.4133109623681
CA_2,FOODS_3,CA,d_1920,2016-05-01,7,2683.0,2748.9747210223313,65.97472102233132
CA_2,FOODS_3,CA,d_1921,2016-05-02,8,1895.0,1843.428890921581,-51.57110907841911
CA_2,FOODS_3,CA,d_1922,2016-05-03,9,1689.0,1723.0928404002,34.092840400199975
CA_2,FOODS_3,CA,d_1923,2016-05-04,10,1921.0,1710.1870702538583,-210.81292974614166
CA_2,FOODS_3,CA,d_1924,2016-05-05,11,1659.0,1710.6653824430766,51.66538244307662
CA_2,FOODS_3,CA,d_1925,2016-05-06,12,1935.0,2022.2364280623106,87.23642806231055
CA_2,FOODS_3,CA,d_1926,2016-05-07,13,2776.0,2733.7874482853526,-42.21255171464736
CA_2,FOODS_3,CA,d_1927,2016-05-08,14,2222.0,2411.464746673879,189.46474667387884
CA_2,FOODS_3,CA,d_1928,2016-05-09,15,1719.0,1840.763639793008,121.763639793008
CA_2,FOODS_3,CA,d_1929,2016-05-10,16,1755.0,1721.310275902217,-33.68972409778303
CA_2,FOODS_3,CA,d_1930,2016-05-11,17,1681.0,1618.5471197712684,-62.4528802287316
CA_2,FOODS_3,CA,d_1931,2016-05-12,18,1584.0,1626.7228343562788,42.72283435627878
CA_2,FOODS_3,CA,d_1932,2016-05-13,19,2062.0,1981.6560508297835,-80.34394917021655
