block,d,date,store_id,dept_id,state_id,actual_sales,expected_sales,residual,prior_residual_count,prior_residual_median,prior_residual_mad,prior_robust_scale,prior_sales_mad,prior_sales_robust_scale,anomaly_score,undefined_score_reason,direction,if_score,if_train_p95,if_train_p98,robust_threshold_alert,robust_top5,if_top5,config
development_2,d_1550,2015-04-27,CA_2,HOBBIES_1,CA,265.0,244.16153326251865,20.838466737481355,28,-10.451016440191452,38.98718355343168,57.8023983363178,51.5,76.3539,0.5413180781118787,,spike,0.4381375377355985,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_2,HOBBIES_2,CA,23.0,34.12678821781318,-11.12678821781318,28,-4.8853872111578305,8.055895542915096,11.94367073192592,6.5,9.636899999999999,-0.5225697481739705,,drop,0.4394167159582556,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_2,HOUSEHOLD_1,CA,410.0,456.8087761472976,-46.80877614729758,28,-2.2001587125875517,55.36689839998965,82.08696356782465,69.0,102.29939999999999,-0.5434312038823558,,drop,0.45069208176826925,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_2,HOUSEHOLD_2,CA,257.0,248.3583386472162,8.641661352783785,28,-3.221650072320074,19.47226127303783,28.869574563405884,25.0,37.065,0.4109278229593795,,spike,0.4354916258103574,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_3,FOODS_1,CA,354.0,357.89556277162177,-3.895562771621769,28,-83.78958330077154,57.833263441129475,85.74359637781855,64.5,95.62769999999999,0.9317782773783672,,spike,0.4525959293276663,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_3,FOODS_2,CA,737.0,566.0529121106238,170.94708788937623,28,-17.860305374942016,38.039923491925606,56.3979905691289,100.0,148.26,3.3477680917175716,,spike,0.5871619502960371,0.5959794503206236,0.6425273515192853,True,True,True,IF-1
development_2,d_1550,2015-04-27,CA_3,FOODS_3,CA,2725.0,2606.6203161376807,118.37968386231933,28,-74.46351295280215,138.22045023211945,204.92563951414027,351.0,520.3926,0.941039868277756,,spike,0.5770243367072025,0.5959794503206236,0.6425273515192853,False,False,True,IF-1
development_2,d_1550,2015-04-27,CA_3,HOBBIES_1,CA,449.0,528.5310351813921,-79.5310351813921,28,-18.722542189764454,49.017892025299375,72.67392671670885,54.0,80.0604,-0.8367305268733586,,drop,0.48129747325874467,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_3,HOBBIES_2,CA,95.0,53.908402076387205,41.091597923612795,28,-2.657450566893786,10.607694323190213,15.726967603561809,9.5,14.0847,2.7817853761330564,,spike,0.5154582740493268,0.5959794503206236,0.6425273515192853,False,True,False,IF-1
development_2,d_1550,2015-04-27,CA_3,HOUSEHOLD_1,CA,1217.0,1345.245072450955,-128.24507245095492,28,50.16081232165277,114.31163811440103,169.47843466841096,163.0,241.66379999999998,-1.05267602407152,,drop,0.5372268784806126,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_3,HOUSEHOLD_2,CA,332.0,289.8605700819921,42.13942991800792,28,23.85857470850374,24.10115208162597,35.73236807621866,33.0,48.925799999999995,0.5116049171583126,,spike,0.43835132892116535,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_4,FOODS_1,CA,203.0,182.3296422186293,20.67035778137074,28,-6.928145338765347,30.82818216131814,45.70586287237027,29.0,42.9954,0.6038285109549854,,spike,0.4406546660246643,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_4,FOODS_2,CA,368.0,284.833441730912,83.166558269088,28,-15.91581970869052,22.52802542879496,33.40005050073141,38.0,56.3388,2.9665337774147607,,spike,0.5265934165440755,0.5959794503206236,0.6425273515192853,False,True,False,IF-1
development_2,d_1550,2015-04-27,CA_4,FOODS_3,CA,1120.0,1017.4484796982211,102.55152030177874,28,-40.481476516835244,79.39013922290422,117.7038204118778,94.5,140.10569999999998,1.2151941739707555,,spike,0.5052820675524483,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_4,HOBBIES_1,CA,438.0,304.66557481517793,133.33442518482207,28,27.01641873204835,26.092724663536842,38.68507358615972,24.0,35.5824,2.748295313849704,,spike,0.5451303331527091,0.5959794503206236,0.6425273515192853,False,True,True,IF-1
development_2,d_1550,2015-04-27,CA_4,HOBBIES_2,CA,16.0,21.13447514322356,-5.134475143223561,28,-6.67517811325286,3.0250125967028314,4.484883675871617,3.0,4.4478,0.3435324261180242,,spike,0.44796750144141756,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_4,HOUSEHOLD_1,CA,336.0,325.5645138707099,10.435486129290098,28,9.72591958600205,30.612385472519065,45.385922701556765,32.0,47.4432,0.015634066711696697,,spike,0.43236473780863016,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,CA_4,HOUSEHOLD_2,CA,131.0,120.90094985438144,10.099050145618564,28,-14.919841156347985,9.086825999543557,13.472128226923276,14.5,21.4977,1.857085300893123,,spike,0.47845768212738327,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_1,FOODS_1,TX,229.0,199.50102329842005,29.49897670157995,28,-4.352275380507564,30.029590495682342,44.52187086889864,41.5,61.527899999999995,0.7603286075234266,,spike,0.44512687984808624,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_1,FOODS_2,TX,352.0,282.3867328034571,69.61326719654289,28,-20.489484142168124,25.750504290604,38.17769766124949,41.5,61.527899999999995,2.3600886606152174,,spike,0.49785152218742207,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_1,FOODS_3,TX,1135.0,1240.833095123158,-105.83309512315805,28,-72.93771970686998,123.08193494541376,182.48127675007044,223.5,331.36109999999996,-0.18026712659042904,,drop,0.506900853734297,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_1,HOBBIES_1,TX,249.0,226.04949913565457,22.95050086434543,28,28.205441411715185,29.0598347123573,43.08411094454093,37.5,55.5975,-0.12196933932637166,,drop,0.43162888098261365,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_1,HOBBIES_2,TX,28.0,28.36907993562228,-0.3690799356222776,28,-8.732399350168738,6.1744769619827515,9.154279543835626,5.5,8.1543,0.9135966816938873,,spike,0.46507684349805184,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_1,HOUSEHOLD_1,TX,652.0,625.4287683912993,26.57123160870071,28,71.0564213223717,49.39437244698296,73.23209658989694,113.5,168.27509999999998,-0.6074548153767886,,drop,0.45161038992760133,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_1,HOUSEHOLD_2,TX,134.0,137.40570319453715,-3.4057031945371534,28,-2.5510456402876542,15.913948891513996,23.59402062655865,23.5,34.8411,-0.03622348084613661,,drop,0.43437989414180095,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_2,FOODS_1,TX,248.0,241.58502196497497,6.41497803502503,28,-29.322766835470418,43.4452246959255,64.41189013417915,37.5,55.5975,0.5548314883486362,,spike,0.4416541831343871,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_2,FOODS_2,TX,393.0,325.2241026051309,67.7758973948691,28,-18.44221822977991,31.974822912152803,47.40587244955774,56.5,83.76689999999999,1.8187222630780495,,spike,0.4823023411432753,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_2,FOODS_3,TX,1638.0,1692.230089348899,-54.2300893488989,28,-108.74190099148234,114.30460338938587,169.46800498510348,248.5,368.42609999999996,0.3216643262388975,,spike,0.5031153546391233,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_2,HOBBIES_1,TX,271.0,287.4749340448736,-16.474934044873578,28,21.306139056539763,27.997407561606053,41.50895645083713,48.5,71.9061,-0.9101908679916089,,drop,0.4386464116293872,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_2,HOBBIES_2,TX,42.0,47.12992710595716,-5.129927105957158,28,-2.066182957705994,8.099225820302298,12.007912201180186,10.0,14.825999999999999,-0.2551437832756678,,drop,0.4364554042245066,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_2,HOUSEHOLD_1,TX,668.0,622.9798201731979,45.020179826802064,28,0.10733879689138348,59.928542951165184,88.8500577793975,87.0,128.9862,0.5054902850082901,,spike,0.4522140792193838,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_2,HOUSEHOLD_2,TX,153.0,180.6875684895867,-27.687568489586734,28,37.314894152490695,22.28758045161949,33.04356677757105,36.0,53.373599999999996,-1.967174520826822,,drop,0.48291777499248806,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_3,FOODS_1,TX,264.0,232.83542363407471,31.164576365925285,28,2.3349412319241907,37.59818046791423,55.74306236172964,30.5,45.2193,0.5171878600231705,,spike,0.44035644184790945,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_3,FOODS_2,TX,420.0,359.628803437924,60.37119656207602,28,-28.89174574873985,22.550614507276492,33.433541068488125,37.5,55.5975,2.669862044464929,,spike,0.507443344530894,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_3,FOODS_3,TX,1643.0,1560.2387188800462,82.76128111995376,28,37.17821673819208,85.3247671818001,126.50249982373681,205.0,303.933,0.3603333091857883,,spike,0.5053085848032496,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_3,HOBBIES_1,TX,317.0,297.3591234230014,19.640876576998608,28,21.802174429211902,31.383611285530435,46.52934209192742,48.0,71.1648,-0.046450213027797525,,drop,0.42788425322491364,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_3,HOBBIES_2,TX,48.0,49.170457141896605,-1.1704571418966054,28,8.471226724469787,17.943979093289084,26.603743403710393,19.5,28.9107,-0.362418315349624,,drop,0.4431101475944245,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_3,HOUSEHOLD_1,TX,839.0,762.4068595786587,76.59314042134133,28,106.8712578010373,73.55268924326305,109.04921707206178,107.5,159.37949999999998,-0.27765552282404393,,drop,0.47561133770403347,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,TX_3,HOUSEHOLD_2,TX,150.0,149.1049126466398,0.8950873533601964,28,17.504817288139733,7.643783190082331,11.332672957616063,16.5,24.462899999999998,-1.4656498071460762,,drop,0.47533737792541897,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_1,FOODS_1,WI,257.0,253.1598599420276,3.840140057972377,28,-2.2744000591282827,30.68158693865408,45.48852079524853,59.5,88.2147,0.13441940978083747,,spike,0.43409679059607553,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_1,FOODS_2,WI,481.0,388.4938733131803,92.5061266868197,28,28.64938985369855,45.46618842219897,67.40817095475218,94.0,139.3644,0.9473144861916675,,spike,0.47689627499721887,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_1,FOODS_3,WI,1215.0,1145.9334476394372,69.06655236056281,28,-55.05068496765034,102.48342874559432,151.94193145821814,286.5,424.76489999999995,0.816872841729958,,spike,0.4864894519466234,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_1,HOBBIES_1,WI,296.0,311.1141849904087,-15.114184990408717,28,35.1105290740482,31.607196043882,46.860828854659445,64.0,94.8864,-1.071784586231513,,drop,0.4454326449172912,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_1,HOBBIES_2,WI,20.0,32.79921202122275,-12.79921202122275,28,-0.3710107191332632,8.03550318902629,11.913437028050376,6.0,8.8956,-1.0432087123830924,,drop,0.4542000036895079,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_1,HOUSEHOLD_1,WI,396.0,477.2905624909267,-81.29056249092667,28,11.708266637610478,42.17436235584856,62.52770962878107,84.0,124.5384,-1.4873218558725274,,drop,0.5035051416168645,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_1,HOUSEHOLD_2,WI,134.0,145.8780680697029,-11.878068069702891,28,11.670122406058766,12.217690031067264,18.113947240060323,23.5,34.8411,-1.3000032606743552,,drop,0.45735172077778574,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_2,FOODS_1,WI,313.0,258.32185977362536,54.67814022637464,28,11.927593786017752,42.7047699067696,63.3140918637766,69.0,102.29939999999999,0.6752137665077278,,spike,0.4518371977866795,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_2,FOODS_2,WI,587.0,485.8968515086497,101.10314849135028,28,29.068813291958293,49.95675386777094,74.0658832843572,171.5,254.2659,0.9725710678806652,,spike,0.4863530806155417,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_2,FOODS_3,WI,1661.0,1369.1900029015958,291.8099970984042,28,-76.95283291566568,123.12135013865915,182.53971371557606,376.5,558.1989,2.020178636790551,,spike,0.6252184781760314,0.5959794503206236,0.6425273515192853,False,False,True,IF-1
development_2,d_1550,2015-04-27,WI_2,HOBBIES_1,WI,175.0,179.83063953596545,-4.830639535965446,28,18.970103714387164,31.353762977509007,46.48508899045485,34.0,50.4084,-0.5120081249116207,,drop,0.43070453500986916,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_2,HOBBIES_2,WI,22.0,28.992823476922524,-6.992823476922524,28,-8.598418431635903,6.481009464375969,9.60874463188381,5.5,8.1543,0.1670972656912622,,spike,0.44028125344564406,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_2,HOUSEHOLD_1,WI,631.0,626.5902617463502,4.409738253649834,28,124.30809523029706,96.54823328536052,143.1424106688755,91.5,135.65789999999998,-0.8376158848826597,,drop,0.46346440628276286,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_2,HOUSEHOLD_2,WI,90.0,110.25013325120854,-20.25013325120854,28,5.15903758218451,16.141974365458616,23.932091194228942,24.5,36.323699999999995,-1.0617196227097903,,drop,0.4463401405210821,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_3,FOODS_1,WI,171.0,171.08789530802352,-0.0878953080235191,28,1.578822917137785,40.39759407914504,59.89347298174043,47.0,69.6822,-0.027828044395913264,,drop,0.435935715614715,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_3,FOODS_2,WI,358.0,289.3782269800848,68.62177301991522,28,42.637885370010224,36.97104792864087,54.813275659002954,82.5,122.3145,0.47404369356709314,,spike,0.45062426008593814,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_3,FOODS_3,WI,1223.0,1229.6566232900525,-6.656623290052494,28,-27.941796039359474,96.23655862560622,142.6803218183238,264.5,392.1477,0.1491808574444456,,spike,0.48057492604669216,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_3,HOBBIES_1,WI,179.0,202.85000907437987,-23.85000907437987,28,29.535862004170056,30.371727287111867,45.02912287587205,44.5,65.9757,-1.1855854093741558,,drop,0.45147128628586664,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_3,HOBBIES_2,WI,20.0,25.208654917381836,-5.2086549173818355,28,2.1221642366174187,5.260523533645223,7.799252190982408,4.5,6.6716999999999995,-0.9399387241863058,,drop,0.45149438349328713,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_3,HOUSEHOLD_1,WI,451.0,501.22538016375006,-50.22538016375006,28,89.60525316748246,66.92515733552247,99.2232382656456,99.5,147.5187,-1.409252870349491,,drop,0.4806037320143224,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1550,2015-04-27,WI_3,HOUSEHOLD_2,WI,118.0,120.2709297156442,-2.2709297156441863,28,29.154027482720004,16.57269253058228,24.57067394584129,13.0,19.273799999999998,-1.2789619555259706,,drop,0.4626521890991659,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_1,FOODS_1,CA,271.0,313.45115173563784,-42.45115173563784,28,-20.717127798047244,41.48771421641581,61.50968509725808,66.0,97.85159999999999,-0.3533431182947064,,drop,0.4238177837462531,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_1,FOODS_2,CA,367.0,376.827501957538,-9.827501957538004,28,-13.942145869448836,30.649250805880683,45.4405792447987,71.0,105.26459999999999,0.09054998814483224,,spike,0.41474392184610676,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_1,FOODS_3,CA,1706.0,1655.2480999601828,50.7519000398172,28,-167.18760428338533,103.95540257677885,154.1242798603323,269.5,399.5607,1.414050430734857,,spike,0.4979775311376826,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_1,HOBBIES_1,CA,359.0,403.04327466901,-44.043274669009975,28,20.554133150188306,54.70478309691356,81.10531141948404,62.0,91.9212,-0.7964633473274595,,drop,0.43521752094654836,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_1,HOBBIES_2,CA,35.0,46.294528379424776,-11.294528379424776,28,-9.047656642867008,7.308098933127763,10.83498747825522,6.0,8.8956,-0.20737188123816702,,drop,0.41940115698294367,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_1,HOUSEHOLD_1,CA,567.0,592.1683124462152,-25.168312446215168,28,23.239631355876327,60.37177763659383,89.50719752401402,109.5,162.3447,-0.5408273875305285,,drop,0.4278806518246408,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_1,HOUSEHOLD_2,CA,221.0,198.13988295907643,22.86011704092357,28,21.430435968650087,21.26068903164858,31.521097558322186,25.0,37.065,0.045356322686042325,,spike,0.41206885426778145,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_2,FOODS_1,CA,219.0,244.3241058683473,-25.32410586834726,28,-30.39576318826235,39.23244004806281,58.166015615257926,44.5,65.9757,0.08719279232502061,,spike,0.414546920464822,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_2,FOODS_2,CA,139.0,97.05011095419374,41.94988904580626,28,-28.259439582196656,10.547995151364464,15.638457611412955,13.5,20.0151,4.489530257559678,,spike,0.5171829766384872,0.5959794503206236,0.6425273515192853,True,True,True,IF-1
development_2,d_1551,2015-04-28,CA_2,FOODS_3,CA,703.0,760.2566360334231,-57.25663603342309,28,-157.65738568322234,104.9622434445937,155.6170221309546,129.0,191.25539999999998,0.6451784533269771,,spike,0.45717736057888037,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_2,HOBBIES_1,CA,230.0,243.94172468327363,-13.941724683273634,28,-10.451016440191452,38.98718355343168,57.8023983363178,51.5,76.3539,-0.060390370357503595,,drop,0.41371240587925384,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_2,HOBBIES_2,CA,18.0,33.76021974949294,-15.76021974949294,28,-4.8853872111578305,8.055895542915096,11.94367073192592,6.5,9.636899999999999,-0.9105100753712372,,drop,0.43410481659409295,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_2,HOUSEHOLD_1,CA,377.0,438.0739113828448,-61.07391138284475,28,-2.2001587125875517,55.36689839998965,82.08696356782465,69.0,102.29939999999999,-0.7172119677884362,,drop,0.44202756788575,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_2,HOUSEHOLD_2,CA,244.0,244.5170455507412,-0.5170455507411873,28,-3.221650072320074,19.47226127303783,28.869574563405884,25.0,37.065,0.09368356002748837,,spike,0.4217007578821972,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_3,FOODS_1,CA,360.0,351.48883536596514,8.511164634034856,28,-83.78958330077154,57.833263441129475,85.74359637781855,64.5,95.62769999999999,1.0764739506387693,,spike,0.4270106347110167,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_3,FOODS_2,CA,596.0,502.80589808635114,93.19410191364886,28,-17.860305374942016,38.039923491925606,56.3979905691289,100.0,148.26,1.96911993083278,,spike,0.48369159586890537,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_3,FOODS_3,CA,2442.0,2366.7777330527756,75.2222669472244,28,-74.46351295280215,138.22045023211945,204.92563951414027,351.0,520.3926,0.7304394913926714,,spike,0.5353255809961732,0.5959794503206236,0.6425273515192853,False,False,True,IF-1
development_2,d_1551,2015-04-28,CA_3,HOBBIES_1,CA,422.0,498.1129537194545,-76.11295371945448,28,-18.722542189764454,49.017892025299375,72.67392671670885,54.0,80.0604,-0.7896974076191633,,drop,0.4548707792199337,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_3,HOBBIES_2,CA,60.0,53.39929198846999,6.60070801153001,28,-2.657450566893786,10.607694323190213,15.726967603561809,9.5,14.0847,0.5886804635069655,,spike,0.4240841603042262,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_3,HOUSEHOLD_1,CA,1262.0,1190.7715176778115,71.22848232218848,28,50.16081232165277,114.31163811440103,169.47843466841096,163.0,241.66379999999998,0.12430885405423509,,spike,0.46156081181797926,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_3,HOUSEHOLD_2,CA,278.0,281.9746036070858,-3.974603607085782,28,23.85857470850374,24.10115208162597,35.73236807621866,33.0,48.925799999999995,-0.7789346134636296,,drop,0.4237752905434219,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_4,FOODS_1,CA,202.0,182.31974682748248,19.680253172517524,28,-6.928145338765347,30.82818216131814,45.70586287237027,29.0,42.9954,0.5821659813224522,,spike,0.41687874882415465,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_4,FOODS_2,CA,308.0,263.19326506214463,44.80673493785537,28,-15.91581970869052,22.52802542879496,33.40005050073141,38.0,56.3388,1.8180378094103826,,spike,0.4583397712794545,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_4,FOODS_3,CA,927.0,951.8387204580272,-24.83872045802707,28,-40.481476516835244,79.39013922290422,117.7038204118778,94.5,140.10569999999998,0.132899306106377,,spike,0.4473377827852416,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_4,HOBBIES_1,CA,322.0,295.6449893258735,26.355010674126504,28,27.01641873204835,26.092724663536842,38.68507358615972,24.0,35.5824,-0.017097241819865047,,drop,0.4108846296116781,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
development_2,d_1551,2015-04-28,CA_4,HOBBIES_2,CA,16.0,20.625365055306347,-4.625365055306347,28,-6.67517811325286,3.0250125967028314,4.484883675871617,3.0,4.4478,0.4570493252644154,,spike,0.429535932894431,0.5959794503206236,0.6425273515192853,False,False,False,IF-1
