d,date,store_id,dept_id,state_id,actual_sales,expected_sales,residual,prior_residual_median,prior_residual_mad,prior_robust_scale,anomaly_score,direction,is_statistical_alert,daily_review_rank,is_daily_review_candidate,if_score
d_1914,2016-04-25,CA_3,HOUSEHOLD_2,CA,348.0,305.23226754398576,42.76773245601424,4.913212594189503,22.67482903117721,33.61770152162333,1.1260293877461025,spike,False,13,False,0.416731813521633
d_1914,2016-04-25,CA_4,FOODS_1,CA,233.0,196.09310870304407,36.90689129695593,-12.005087574539177,24.10919695569271,35.74429540651001,1.368385593148016,spike,False,6,False,0.42454872896616197
d_1914,2016-04-25,CA_4,FOODS_2,CA,408.0,342.7377427480445,65.26225725195548,1.7637292652449332,27.477960584864036,40.73882436311942,1.5586735498483193,spike,False,3,True,0.43811816328501957
d_1914,2016-04-25,CA_4,FOODS_3,CA,1200.0,1149.3157954838694,50.68420451613065,-24.262206743142144,80.156564099229,118.84012193351693,0.630649060602616,spike,False,37,False,0.44696890447095994
d_1914,2016-04-25,CA_4,HOBBIES_1,CA,391.0,329.8530769394347,61.146923060565314,12.35415079699078,44.518135522568855,66.00258772576058,0.7392554435336312,spike,False,35,False,0.4262143068252499
d_1914,2016-04-25,CA_4,HOBBIES_2,CA,16.0,21.740206204235072,-5.740206204235072,-6.139248050531476,5.7296688895483605,8.494807095644399,0.0469747978739867,spike,False,67,False,0.4184263061515749
d_1914,2016-04-25,CA_4,HOUSEHOLD_1,CA,384.0,395.80433017554503,-11.804330175545031,-0.7421382851627243,24.6044575617087,36.47856878098931,-0.303251806747071,drop,False,55,False,0.40585822831209223
d_1914,2016-04-25,CA_4,HOUSEHOLD_2,CA,135.0,140.1277161042467,-5.127716104246701,-3.4546464898643805,11.026960703131124,16.348571938462204,-0.102337355255244,drop,False,63,False,0.4083351931868429
d_1914,2016-04-25,TX_1,FOODS_1,TX,219.0,174.74123097336013,44.25876902663987,-9.015130283288116,31.94925731162617,47.36796889021696,1.124681943475326,spike,False,14,False,0.42325747740341596
d_1914,2016-04-25,TX_1,FOODS_2,TX,278.0,304.0902354314801,-26.090235431480096,-6.909115162940736,30.99554875467055,45.95400058367456,-0.4173982683752146,drop,False,48,False,0.41033787169211494
d_1914,2016-04-25,TX_1,FOODS_3,TX,1506.0,1348.9513551733164,157.0486448266836,-51.573091714937846,96.99760097751356,143.80864320926162,1.4506898325857072,spike,False,4,True,0.5138628344079871
d_1914,2016-04-25,TX_1,HOBBIES_1,TX,205.0,228.97808044348105,-23.978080443481048,3.35228629162593,30.248602333520225,44.84657781967708,-0.6094192258102554,drop,False,41,False,0.4119498050318314
d_1914,2016-04-25,TX_1,HOBBIES_2,TX,48.0,32.820763968258674,15.179236031741326,1.829480315388068,10.735863390625315,15.916991062941092,0.8387110141335049,spike,False,24,False,0.42419743744236443
d_1914,2016-04-25,TX_1,HOUSEHOLD_1,TX,670.0,653.1840115735723,16.81598842642768,20.33032524814172,49.35642478068894,73.17583537984942,-0.0480259200796468,drop,False,66,False,0.4129406382893019
d_1914,2016-04-25,TX_1,HOUSEHOLD_2,TX,150.0,172.48276619735012,-22.482766197350116,0.2987811063512424,16.385507467327315,24.293153371059475,-0.9377764572482838,drop,False,20,False,0.4196874412271984
d_1914,2016-04-25,TX_2,FOODS_1,TX,216.0,207.33122161173793,8.66877838826207,-26.12703194291352,30.65065159994984,45.44265606208563,0.7657081109791671,spike,False,31,False,0.4100442347405459
d_1914,2016-04-25,TX_2,FOODS_2,TX,467.0,362.1518288919032,104.84817110809684,-7.811833265177,33.80774934945228,50.12336918549795,2.2476542619539117,spike,False,1,True,0.4919528940200948
d_1914,2016-04-25,TX_2,FOODS_3,TX,1841.0,1740.0069246508217,100.9930753491783,-41.65795526983845,124.96472773684307,185.27270534264355,0.7699516793647384,spike,False,30,False,0.49154353282225854
d_1914,2016-04-25,TX_2,HOBBIES_1,TX,352.0,299.07546738835646,52.92453261164354,5.762759951001044,36.12534962471969,53.55944335360941,0.8805500899117211,spike,False,22,False,0.4217784382456884
d_1914,2016-04-25,TX_2,HOBBIES_2,TX,52.0,44.56504541935442,7.434954580645581,0.4493586780402054,12.068633475491076,17.892955990763067,0.390410388658619,spike,False,51,False,0.4158170562242053
d_1914,2016-04-25,TX_2,HOUSEHOLD_1,TX,776.0,708.9447454931651,67.0552545068349,2.586436775464506,52.7841509083666,78.25778213674431,0.8238007258973981,spike,False,26,False,0.4398091173845227
d_1914,2016-04-25,TX_2,HOUSEHOLD_2,TX,179.0,184.5013877727297,-5.501387772729686,3.948506164294216,17.430686732382796,25.84273614943073,-0.3656692496638776,drop,False,52,False,0.40865374621035466
d_1914,2016-04-25,TX_3,FOODS_1,TX,218.0,242.6436881603545,-24.643688160354458,-6.582356202483766,33.46832859706534,49.62014397800907,-0.3639919296863631,drop,False,53,False,0.40883804190198636
d_1914,2016-04-25,TX_3,FOODS_2,TX,482.0,443.5950183554462,38.4049816445538,1.222223077108907,39.93788391101927,59.21190668647717,0.6279608384226665,spike,False,38,False,0.409388370262917
d_1914,2016-04-25,TX_3,FOODS_3,TX,1727.0,1574.1084998703295,152.89150012967048,14.023064556677582,115.01769419548702,170.52523341422906,0.8143571059402248,spike,False,27,False,0.515406229857981
d_1914,2016-04-25,TX_3,HOBBIES_1,TX,289.0,320.50034239583897,-31.50034239583897,15.203725840623378,29.80770011824157,44.19289619530495,-1.05682297964948,drop,False,16,False,0.42408668310574804
d_1914,2016-04-25,TX_3,HOBBIES_2,TX,36.0,52.18819662585723,-16.18819662585723,5.158204388232139,11.504291330894542,17.056262327184246,-1.2515286529140388,drop,False,7,False,0.43953030189841746
d_1914,2016-04-25,TX_3,HOUSEHOLD_1,TX,800.0,725.3544271133877,74.64557288661229,14.740755402915228,65.66806597354093,97.35947461237178,0.6152952008235751,spike,False,40,False,0.4419286146531578
d_1914,2016-04-25,TX_3,HOUSEHOLD_2,TX,151.0,160.6500515604773,-9.650051560477294,7.101941028670069,13.696061250985842,20.30578041071161,-0.8249863955147684,drop,False,25,False,0.4175038258435693
d_1914,2016-04-25,WI_1,FOODS_1,WI,243.0,264.25183883937234,-21.25183883937234,-14.300155016168702,35.22765573409737,52.22852239137275,-0.1331012922615619,drop,False,60,False,0.404961811096935
d_1914,2016-04-25,WI_1,FOODS_2,WI,547.0,540.5484178538153,6.451582146184705,13.518371491533683,41.2053589013627,61.09106510716034,-0.1156763158892886,drop,False,62,False,0.4108779694909436
d_1914,2016-04-25,WI_1,FOODS_3,WI,1419.0,1385.081040172563,33.91895982743699,2.349864332053585,107.8399877465398,159.8835658330199,0.1974505342741337,spike,False,59,False,0.44665283407289313
d_1914,2016-04-25,WI_1,HOBBIES_1,WI,368.0,332.84186983878305,35.158130161216945,-6.488511374065951,41.39425992717577,61.37112976803079,0.6786031427594365,spike,False,36,False,0.4082269898665647
d_1914,2016-04-25,WI_1,HOBBIES_2,WI,26.0,28.848555846712273,-2.848555846712273,-4.134663515508507,8.693512559869298,12.88900172126222,0.0997833421555541,spike,False,64,False,0.4193079200094702
d_1914,2016-04-25,WI_1,HOUSEHOLD_1,WI,427.0,519.6196999235682,-92.6196999235682,-12.713724599904822,45.27486841898042,67.12451991798036,-1.190414105326946,drop,False,10,False,0.46277634320758226
d_1914,2016-04-25,WI_1,HOUSEHOLD_2,WI,136.0,157.56869023342372,-21.568690233423723,-2.9713364689985866,14.734345182319544,21.845140167306955,-0.8513268224416157,drop,False,23,False,0.41995812528962695
d_1914,2016-04-25,WI_2,FOODS_1,WI,301.0,318.9064671064987,-17.906467106498724,-18.370180709413376,53.21885308094923,78.90227157781533,0.0058770627719802,spike,False,70,False,0.40516006568719215
d_1914,2016-04-25,WI_2,FOODS_2,WI,744.0,826.6838373755155,-82.68383737551551,22.7488264989434,92.92896624100148,137.7764853489088,-0.7652442549064773,drop,False,32,False,0.45590886531883296
d_1914,2016-04-25,WI_2,FOODS_3,WI,1888.0,1925.7294516117793,-37.72945161177927,-14.49269494220357,131.23108380650547,194.563204851525,-0.1194303757861519,drop,False,61,False,0.47687308296881514
d_1914,2016-04-25,WI_2,HOBBIES_1,WI,233.0,225.84462465237843,7.155375347621572,3.7437959882949623,27.857817006763696,41.30199949422785,0.0826008280737932,spike,False,65,False,0.40198557412381747
d_1914,2016-04-25,WI_2,HOBBIES_2,WI,28.0,33.49657894382283,-5.496578943822833,-5.035826698847519,7.1431782645639466,10.590476095042506,-0.0435062825165146,drop,False,68,False,0.4158912689105173
d_1914,2016-04-25,WI_2,HOUSEHOLD_1,WI,874.0,794.6192384903164,79.38076150968357,21.26622900931295,89.68038723788936,132.96014211889477,0.4370823584740441,spike,False,47,False,0.44776155290085096
d_1914,2016-04-25,WI_2,HOUSEHOLD_2,WI,110.0,136.82415080151918,-26.82415080151918,1.3445780441335913,15.226545518600226,22.574876385876692,-1.2477910560465222,drop,False,8,False,0.4349519756658748
d_1914,2016-04-25,WI_3,FOODS_1,WI,227.0,201.88572820714433,25.114271792855675,-12.280809838717076,31.015004139908868,45.98284513782888,0.8132398401944206,spike,False,28,False,0.41020648861785886
d_1914,2016-04-25,WI_3,FOODS_2,WI,446.0,458.63354199731936,-12.633541997319355,16.12530927846919,42.51952212980271,63.039443509645494,-0.4562040791395665,drop,False,45,False,0.4098724857703005
d_1914,2016-04-25,WI_3,FOODS_3,WI,1690.0,1557.4412179031276,132.5587820968724,-0.057346979574504,112.1046665088562,166.20637856603022,0.7979003587023067,spike,False,29,False,0.5008484059568918
d_1914,2016-04-25,WI_3,HOBBIES_1,WI,196.0,215.89885389594443,-19.898853895944427,0.8866500185241506,31.867621374367985,47.246935449637974,-0.4399333780415137,drop,False,46,False,0.407367541450289
d_1914,2016-04-25,WI_3,HOBBIES_2,WI,33.0,29.361884599837452,3.638115400162547,-1.180317913410649,8.055002205937786,11.94234627052336,0.4034745940557989,spike,False,50,False,0.4197923216968342
d_1914,2016-04-25,WI_3,HOUSEHOLD_1,WI,543.0,570.7470838290474,-27.74708382904737,10.14740273920853,48.563542848588895,72.00030862731789,-0.5263100574249235,drop,False,43,False,0.41956158108579017
d_1914,2016-04-25,WI_3,HOUSEHOLD_2,WI,128.0,144.68416712352644,-16.684167123526436,4.417184438691265,16.103898250120537,23.875639545628708,-0.8838025688020181,drop,False,21,False,0.4202252560635154
d_1915,2016-04-26,CA_1,FOODS_1,CA,259.0,257.97972058741766,1.0202794125823402,-25.684189124220666,35.43211828588335,52.53165857065065,0.5083499981423154,spike,False,40,False,0.40636775036730965
d_1915,2016-04-26,CA_1,FOODS_2,CA,500.0,425.64905955952497,74.35094044047503,-1.3018993399340673,43.31974067676376,64.22584752736994,1.1779189017033918,spike,False,12,False,0.43689440194938334
d_1915,2016-04-26,CA_1,FOODS_3,CA,1759.0,1777.88855251864,-18.888552518639926,7.923849203863142,142.77086773808514,211.67208850848505,-0.1266695194034912,drop,False,62,False,0.45883952000202616
d_1915,2016-04-26,CA_1,HOBBIES_1,CA,395.0,410.434853955697,-15.434853955697008,17.289827805758932,46.976886497940626,69.64793192184676,-0.4698586283678446,drop,False,42,False,0.400881616321366
d_1915,2016-04-26,CA_1,HOBBIES_2,CA,31.0,39.45486697721361,-8.454866977213612,-2.920935617483586,8.814043308989756,13.067700609908211,-0.4234816456947353,drop,False,45,False,0.40627297787235755
d_1915,2016-04-26,CA_1,HOUSEHOLD_1,CA,583.0,632.157631879131,-49.15763187913103,7.055601395861743,48.47646137804338,71.87120163908712,-0.7821384920941858,drop,False,26,False,0.41990183082153226
d_1915,2016-04-26,CA_1,HOUSEHOLD_2,CA,176.0,197.7215850041831,-21.72158500418314,-5.473172481554656,17.069525722806446,25.307278836632836,-0.6420450269472889,drop,False,36,False,0.399078082566353
d_1915,2016-04-26,CA_2,FOODS_1,CA,362.0,364.1808592636978,-2.180859263697812,-7.615755540324386,39.40764758403104,58.42577830808442,0.0930222315219811,spike,False,63,False,0.4008287171113613
d_1915,2016-04-26,CA_2,FOODS_2,CA,436.0,397.74110411244624,38.25889588755376,-12.024618362151116,29.612275350817725,43.903159435122355,1.1453279193724328,spike,False,13,False,0.420067037287171
d_1915,2016-04-26,CA_2,FOODS_3,CA,1508.0,1513.7651902822424,-5.765190282242429,19.21992394083884,101.77879685519576,150.89724421751322,-0.1655770080669338,drop,False,61,False,0.4472256534452407
d_1915,2016-04-26,CA_2,HOBBIES_1,CA,278.0,321.0992126330668,-43.09921263306683,-4.7627889331289595,36.89570009761081,54.70156496471779,-0.7008286458470548,drop,False,31,False,0.4088066121258423
d_1915,2016-04-26,CA_2,HOBBIES_2,CA,58.0,37.26602664867439,20.73397335132561,-2.8427111299485546,9.034327122200846,13.394293391374974,1.7602036772209249,spike,False,4,True,0.446388692510255
d_1915,2016-04-26,CA_2,HOUSEHOLD_1,CA,634.0,618.680840934365,15.319159065634947,-3.684327635688476,45.03992774790109,66.77619687903815,0.2845847411128747,spike,False,55,False,0.4088941106752253
d_1915,2016-04-26,CA_2,HOUSEHOLD_2,CA,249.0,274.5294998112621,-25.5294998112621,-1.2395743605110283,20.142957831405752,29.863949280842167,-0.8133527559375124,drop,False,25,False,0.4038369347485835
d_1915,2016-04-26,CA_3,FOODS_1,CA,330.0,332.76258831328664,-2.762588313286642,-24.065913311520916,50.320382425424214,74.60499898393394,0.2855482244939365,spike,False,54,False,0.4025464864975754
d_1915,2016-04-26,CA_3,FOODS_2,CA,612.0,553.4049888760115,58.595011123988456,17.66760848163824,64.39833025478615,95.47696443574593,0.4286625877165747,spike,False,44,False,0.42210785631309294
d_1915,2016-04-26,CA_3,FOODS_3,CA,2240.0,2522.371289117014,-282.37128911701393,-83.63718827007233,197.78391267905567,293.23442893796795,-0.6777311298905582,drop,False,33,False,0.6054708690424021
d_1915,2016-04-26,CA_3,HOBBIES_1,CA,563.0,470.4614040103727,92.53859598962732,-22.757896521268464,49.849732808054966,73.90721386122229,1.5600167627397148,spike,False,5,True,0.4557816698617508
d_1915,2016-04-26,CA_3,HOBBIES_2,CA,73.0,53.58933457175386,19.41066542824614,3.648252262186009,10.789659601607411,15.996749325343147,0.9853510138518102,spike,False,15,False,0.4192981907694977
d_1915,2016-04-26,CA_3,HOUSEHOLD_1,CA,1160.0,1255.917586434961,-95.9175864349611,20.42353241000751,83.62607990773597,123.98402607120934,-0.9383557102601984,drop,False,21,False,0.45830980645966257
d_1915,2016-04-26,CA_3,HOUSEHOLD_2,CA,311.0,298.19198314886887,12.808016851131129,4.913212594189503,22.67482903117721,33.61770152162333,0.2348406910527059,spike,False,57,False,0.39703264779183395
d_1915,2016-04-26,CA_4,FOODS_1,CA,324.0,196.29867529907293,127.70132470092707,-12.005087574539177,24.10919695569271,35.74429540651001,3.9084953469252577,spike,True,1,True,0.5413675531858714
d_1915,2016-04-26,CA_4,FOODS_2,CA,354.0,314.5429408798599,39.45705912014011,1.7637292652449332,27.477960584864036,40.73882436311942,0.925243436553822,spike,False,22,False,0.4151176617753561
d_1915,2016-04-26,CA_4,FOODS_3,CA,1014.0,1082.2131845705414,-68.21318457054144,-24.262206743142144,80.156564099229,118.84012193351693,-0.3698328233960154,drop,False,48,False,0.43921126786505454
d_1915,2016-04-26,CA_4,HOBBIES_1,CA,269.0,320.9526124742508,-51.95261247425083,12.35415079699078,44.518135522568855,66.00258772576058,-0.97430669746518,drop,False,17,False,0.414418192504869
d_1915,2016-04-26,CA_4,HOBBIES_2,CA,19.0,22.26072916828737,-3.26072916828737,-6.139248050531476,5.7296688895483605,8.494807095644399,0.3388562977162871,spike,False,51,False,0.4125689728883555
d_1915,2016-04-26,CA_4,HOUSEHOLD_1,CA,359.0,359.9996722664962,-0.9996722664961908,-0.7421382851627243,24.6044575617087,36.47856878098931,-0.0070598707663026,drop,False,69,False,0.4019569935651498
d_1915,2016-04-26,CA_4,HOUSEHOLD_2,CA,156.0,138.90992709343746,17.09007290656254,-3.4546464898643805,11.026960703131124,16.348571938462204,1.2566675226288553,spike,False,10,False,0.4227831878952282
d_1915,2016-04-26,TX_1,FOODS_1,TX,167.0,175.05753597537793,-8.057535975377931,-9.015130283288116,31.94925731162617,47.36796889021696,0.0202160728092345,spike,False,68,False,0.39557982833392036
d_1915,2016-04-26,TX_1,FOODS_2,TX,311.0,286.5312415952571,24.46875840474291,-6.909115162940736,30.99554875467055,45.95400058367456,0.6828104880781769,spike,False,32,False,0.40339289505207204
d_1915,2016-04-26,TX_1,FOODS_3,TX,1312.0,1278.54937310229,33.45062689770998,-51.573091714937846,96.99760097751356,143.80864320926162,0.5912281537134487,spike,False,38,False,0.4392580587159966
d_1915,2016-04-26,TX_1,HOBBIES_1,TX,187.0,227.29414647795767,-40.29414647795767,3.35228629162593,30.248602333520225,44.84657781967708,-0.9732388710924804,drop,False,18,False,0.4136155961055659
d_1915,2016-04-26,TX_1,HOBBIES_2,TX,50.0,33.1370689702765,16.862931029723498,1.829480315388068,10.735863390625315,15.916991062941092,0.9444907429355304,spike,False,19,False,0.4221157864079602
d_1915,2016-04-26,TX_1,HOUSEHOLD_1,TX,648.0,611.6341173063815,36.36588269361846,20.33032524814172,49.35642478068894,73.17583537984942,0.2191373335505847,spike,False,58,False,0.413728075315659
d_1915,2016-04-26,TX_1,HOUSEHOLD_2,TX,178.0,171.22888651592316,6.771113484076835,0.2987811063512424,16.385507467327315,24.293153371059475,0.2664261933749657,spike,False,56,False,0.395888456788417
d_1915,2016-04-26,TX_2,FOODS_1,TX,211.0,207.3058122652458,3.6941877347541943,-26.12703194291352,30.65065159994984,45.44265606208563,0.6562384829998654,spike,False,34,False,0.40680153827854104
d_1915,2016-04-26,TX_2,FOODS_2,TX,348.0,328.5318674218373,19.46813257816268,-7.811833265177,33.80774934945228,50.12336918549795,0.5442564274237278,spike,False,39,False,0.39910259178378277
d_1915,2016-04-26,TX_2,FOODS_3,TX,1760.0,1568.3545972159754,191.64540278402455,-41.65795526983845,124.96472773684307,185.27270534264355,1.2592430041024745,spike,False,8,False,0.524128258901237
d_1915,2016-04-26,TX_2,HOBBIES_1,TX,364.0,293.1725932342377,70.8274067657623,5.762759951001044,36.12534962471969,53.55944335360941,1.2148118565234585,spike,False,11,False,0.43335729667524076
d_1915,2016-04-26,TX_2,HOBBIES_2,TX,54.0,44.539636072862336,9.460363927137664,0.4493586780402054,12.068633475491076,17.892955990763067,0.5036062936581991,spike,False,41,False,0.4085094496535354
d_1915,2016-04-26,TX_2,HOUSEHOLD_1,TX,597.0,650.532646307686,-53.53264630768603,2.586436775464506,52.7841509083666,78.25778213674431,-0.717105462880234,drop,False,30,False,0.4204715062748384
d_1915,2016-04-26,TX_2,HOUSEHOLD_2,TX,168.0,182.9057937427928,-14.90579374279281,3.948506164294216,17.430686732382796,25.84273614943073,-0.7295783154719223,drop,False,28,False,0.40374906066854727
d_1915,2016-04-26,TX_3,FOODS_1,TX,305.0,242.84925475638332,62.15074524361668,-6.582356202483766,33.46832859706534,49.62014397800907,1.3851854496142124,spike,False,7,False,0.43296773902302965
d_1915,2016-04-26,TX_3,FOODS_2,TX,383.0,399.7739543690787,-16.773954369078695,1.222223077108907,39.93788391101927,59.21190668647717,-0.3039283558537657,drop,False,53,False,0.39696324782465947
d_1915,2016-04-26,TX_3,FOODS_3,TX,1684.0,1430.1560434612693,253.8439565387307,14.023064556677582,115.01769419548702,170.52523341422906,1.4063660091846668,spike,False,6,False,0.5560393200001256
d_1915,2016-04-26,TX_3,HOBBIES_1,TX,313.0,311.8640181236019,1.1359818763980911,15.203725840623378,29.80770011824157,44.19289619530495,-0.3183259115233059,drop,False,52,False,0.40506885047570934
d_1915,2016-04-26,TX_3,HOBBIES_2,TX,39.0,52.54059229849276,-13.54059229849276,5.158204388232139,11.504291330894542,17.056262327184246,-1.0963009555102108,drop,False,14,False,0.42164709589293187
d_1915,2016-04-26,TX_3,HOUSEHOLD_1,TX,713.0,656.3297948306538,56.67020516934622,14.740755402915228,65.66806597354093,97.35947461237178,0.4306663520255159,spike,False,43,False,0.4238844957374589
d_1915,2016-04-26,TX_3,HOUSEHOLD_2,TX,141.0,159.43226254966805,-18.432262549668053,7.101941028670069,13.696061250985842,20.30578041071161,-1.2574844729862458,drop,False,9,False,0.41941706720256383
d_1915,2016-04-26,WI_1,FOODS_1,WI,288.0,264.157425119715,23.842574880284985,-14.300155016168702,35.22765573409737,52.22852239137275,0.7303045950760844,spike,False,27,False,0.40438012031309006
d_1915,2016-04-26,WI_1,FOODS_2,WI,472.0,512.8648932789503,-40.86489327895026,13.518371491533683,41.2053589013627,61.09106510716034,-0.8901999772812901,drop,False,24,False,0.4173357968921222
d_1915,2016-04-26,WI_1,FOODS_3,WI,1375.0,1364.0916610326367,10.908338967363306,2.349864332053585,107.8399877465398,159.8835658330199,0.053529420555006,spike,False,66,False,0.43493838787524863
d_1915,2016-04-26,WI_1,HOBBIES_1,WI,435.0,329.5183988022926,105.4816011977074,-6.488511374065951,41.39425992717577,61.37112976803079,1.824475335471181,spike,False,3,True,0.47293761185880695
d_1915,2016-04-26,WI_1,HOBBIES_2,WI,37.0,28.98266901347013,8.017330986529874,-4.134663515508507,8.693512559869298,12.88900172126222,0.9428189059818308,spike,False,20,False,0.42205181066966957
d_1915,2016-04-26,WI_1,HOUSEHOLD_1,WI,437.0,492.6802220526235,-55.68022205262355,-12.713724599904822,45.27486841898042,67.12451991798036,-0.6401013743594681,drop,False,37,False,0.41634435032044437
d_1915,2016-04-26,WI_1,HOUSEHOLD_2,WI,150.0,157.70280340018158,-7.70280340018158,-2.9713364689985866,14.734345182319544,21.845140167306955,-0.2165912827725418,drop,False,59,False,0.39787363779747487
d_1915,2016-04-26,WI_2,FOODS_1,WI,324.0,314.9158654186206,9.084134581379374,-18.370180709413376,53.21885308094923,78.90227157781533,0.3479534206276513,spike,False,49,False,0.3974136196919569
d_1915,2016-04-26,WI_2,FOODS_2,WI,843.0,808.020475348062,34.97952465193805,22.7488264989434,92.92896624100148,137.7764853489088,0.0887720290006041,spike,False,64,False,0.4214067770912105
d_1915,2016-04-26,WI_2,FOODS_3,WI,1801.0,1809.3778350859516,-8.377835085951574,-14.49269494220357,131.23108380650547,194.563204851525,0.0314286550785302,spike,False,67,False,0.4596367274688106
d_1915,2016-04-26,WI_2,HOBBIES_1,WI,195.0,229.0457344392923,-34.04573443929229,3.7437959882949623,27.857817006763696,41.30199949422785,-0.91495644013236,drop,False,23,False,0.40888064541242425
d_1915,2016-04-26,WI_2,HOBBIES_2,WI,27.0,33.870265330280354,-6.870265330280354,-5.035826698847519,7.1431782645639466,10.590476095042506,-0.1732158795289243,drop,False,60,False,0.40296730911472173
d_1915,2016-04-26,WI_2,HOUSEHOLD_1,WI,810.0,781.3527217357909,28.64727826420915,21.26622900931295,89.68038723788936,132.96014211889477,0.0555132473331441,spike,False,65,False,0.41967929330723563
d_1915,2016-04-26,WI_2,HOUSEHOLD_2,WI,148.0,137.19783718797666,10.80216281202334,1.3445780441335913,15.226545518600226,22.574876385876692,0.4189429260311081,spike,False,46,False,0.40072969513142176
d_1915,2016-04-26,WI_3,FOODS_1,WI,290.0,202.03684446360347,87.96315553639653,-12.280809838717076,31.015004139908868,45.98284513782888,2.1800296409376703,spike,False,2,True,0.47253434099263536
d_1915,2016-04-26,WI_3,FOODS_2,WI,403.0,428.1781374193976,-25.17813741939756,16.12530927846919,42.51952212980271,63.039443509645494,-0.6552000525123135,drop,False,35,False,0.4052504692821931
