block,d,date,store_id,dept_id,state_id,actual_sales,expected_sales,residual,prior_residual_count,prior_residual_median,prior_residual_mad,prior_robust_scale,anomaly_score,undefined_score_reason,direction,severity_rank
development_3,d_1653,2015-08-08,CA_1,HOBBIES_2,CA,71.0,51.94409419901751,19.055905800982487,56,-6.4463163155884615,5.493814203049922,8.145128937441815,3.130978319979864,,spike,3
development_3,d_1653,2015-08-08,CA_2,FOODS_2,CA,541.0,496.4007286912516,44.59927130874837,56,-27.882194896998143,13.55541214377849,20.09725404436599,3.606535800649133,,spike,2
development_3,d_1653,2015-08-08,WI_1,FOODS_3,WI,1571.0,2075.926559634561,-504.9265596345608,56,46.183518691135646,101.234203658786,150.0898303445161,-3.671868220922622,,drop,1
development_3,d_1654,2015-08-09,CA_2,FOODS_2,CA,594.0,518.4579233653594,75.54207663464058,56,-27.882194896998143,13.55541214377849,20.09725404436599,5.146189190987134,,spike,2
development_3,d_1654,2015-08-09,CA_2,HOBBIES_2,CA,75.0,41.277991799843115,33.722008200156885,56,-8.526665378034087,5.048973671315487,7.48560836509234,5.643986636438173,,spike,1
development_3,d_1657,2015-08-12,CA_2,HOBBIES_2,CA,47.0,31.379486442631084,15.620513557368916,56,-8.526665378034087,5.048973671315487,7.48560836509234,3.22581382269591,,spike,2
development_3,d_1657,2015-08-12,WI_1,FOODS_3,WI,1180.0,1676.608126014001,-496.6081260140011,56,46.183518691135646,101.234203658786,150.0898303445161,-3.616445187919882,,drop,1
development_3,d_1659,2015-08-14,CA_2,HOBBIES_2,CA,62.0,36.91638136242628,25.08361863757372,56,-8.526665378034087,5.048973671315487,7.48560836509234,4.489986969174442,,spike,1
development_3,d_1659,2015-08-14,WI_1,FOODS_3,WI,1462.0,1906.2954029798195,-444.2954029798195,56,46.183518691135646,101.234203658786,150.0898303445161,-3.267902432464014,,drop,2
development_3,d_1660,2015-08-15,CA_2,FOODS_2,CA,510.0,473.32097804976536,36.67902195023464,56,-27.882194896998143,13.55541214377849,20.09725404436599,3.2124397046835216,,spike,1
development_3,d_1660,2015-08-15,WI_1,FOODS_3,WI,1747.0,2168.273589330356,-421.2735893303561,56,46.183518691135646,101.234203658786,150.0898303445161,-3.114515533454139,,drop,2
development_3,d_1661,2015-08-16,CA_2,FOODS_2,CA,628.0,491.8985454508966,136.10145454910338,56,-27.882194896998143,13.55541214377849,20.09725404436599,8.159505228132014,,spike,1
development_3,d_1661,2015-08-16,CA_2,FOODS_3,CA,2777.0,2071.666012599188,705.333987400812,56,-11.501883919436295,75.00584926262098,111.20367211676188,6.446152880343587,,spike,2
development_3,d_1661,2015-08-16,CA_2,HOBBIES_2,CA,76.0,42.07241406387813,33.92758593612187,56,-8.526665378034087,5.048973671315487,7.48560836509234,5.671449699684129,,spike,3
development_3,d_1661,2015-08-16,WI_1,FOODS_1,WI,271.0,399.0611857081366,-128.06118570813658,56,20.927500717928663,31.828049485437504,47.18826616710964,-3.157324871790072,,drop,5
development_3,d_1661,2015-08-16,WI_2,FOODS_1,WI,272.0,410.08911606093767,-138.08911606093767,56,34.13171483628824,35.944882012862905,53.29188207227054,-3.231652255472469,,drop,4
development_4,d_1718,2015-10-12,CA_1,HOUSEHOLD_2,CA,251.0,180.1831129504799,70.81688704952006,84,-7.3854786729166335,16.298087719852333,24.163544853453068,3.236378031316099,,spike,2
development_4,d_1718,2015-10-12,CA_2,FOODS_2,CA,489.0,419.8801518246746,69.11984817532539,84,-25.48382554179122,18.353672989173766,27.211155573749025,3.4766503561642956,,spike,1
development_4,d_1718,2015-10-12,WI_2,HOBBIES_2,WI,45.0,28.42501546819011,16.574984531809886,84,-7.718733877200542,5.064203351447134,7.50818788885552,3.2356300572964938,,spike,3
development_4,d_1719,2015-10-13,TX_3,HOBBIES_2,TX,89.0,48.77955717681467,40.22044282318533,84,-0.5352793939080769,7.369300028604819,10.925724222409505,3.730253609504464,,spike,1
development_4,d_1720,2015-10-14,TX_3,HOUSEHOLD_1,TX,494.0,770.5599187555116,-276.5599187555116,84,52.51351580017109,55.0867238827131,81.67157682851044,-4.029228372150244,,drop,1
development_4,d_1720,2015-10-14,TX_3,HOUSEHOLD_2,TX,83.0,137.51264212272528,-54.51264212272528,84,9.860602361593308,12.620282096538029,18.71083023632728,-3.4404269437139803,,drop,2
development_4,d_1720,2015-10-14,WI_2,HOBBIES_2,WI,48.0,30.513846359225003,17.486153640774997,84,-7.718733877200542,5.064203351447134,7.50818788885552,3.3569867844393464,,spike,3
development_4,d_1721,2015-10-15,CA_4,HOBBIES_2,CA,34.0,20.498509985611697,13.501490014388304,84,-6.9853275775243695,4.470690989713555,6.628246461349316,3.0908352173347153,,spike,2
development_4,d_1721,2015-10-15,TX_2,HOBBIES_2,TX,91.0,49.03550990118969,41.96449009881031,84,-1.6986469975555956,8.231443092496495,12.203937528935302,3.5777909377888437,,spike,1
development_4,d_1722,2015-10-16,CA_1,HOBBIES_2,CA,94.0,41.314317114289594,52.685682885710406,84,-6.145024159855325,6.916738608385465,10.25475666079229,5.736918874974107,,spike,1
development_4,d_1722,2015-10-16,CA_2,HOBBIES_2,CA,80.0,49.951145628483985,30.048854371516015,84,-5.158289228009044,7.069504996497608,10.481248107807351,3.35906022235078,,spike,3
development_4,d_1722,2015-10-16,TX_2,HOBBIES_2,TX,99.0,50.681603094763005,48.318396905236995,84,-1.6986469975555956,8.231443092496495,12.203937528935302,4.098434934151633,,spike,2
development_4,d_1723,2015-10-17,CA_2,FOODS_2,CA,701.0,627.0980460406673,73.90195395933267,84,-25.48382554179122,18.353672989173766,27.211155573749025,3.652390992060724,,spike,4
development_4,d_1723,2015-10-17,CA_2,HOBBIES_1,CA,621.0,471.85428682511406,149.14571317488594,84,-5.492883132390105,33.910121682019735,50.275146405762456,3.0758457679906748,,spike,5
development_4,d_1723,2015-10-17,CA_2,HOBBIES_2,CA,94.0,59.27382660996673,34.72617339003327,84,-5.158289228009044,7.069504996497608,10.481248107807351,3.805316142486205,,spike,2
development_4,d_1723,2015-10-17,CA_2,HOUSEHOLD_2,CA,472.0,394.3328300709608,77.66716992903918,84,-4.855975359846383,15.047702801122623,22.309724172944403,3.69897649335188,,spike,3
development_4,d_1723,2015-10-17,WI_2,HOBBIES_2,WI,72.0,32.77452156485724,39.22547843514276,84,-7.718733877200542,5.064203351447134,7.50818788885552,6.252402444806033,,spike,1
development_4,d_1724,2015-10-18,CA_1,HOBBIES_2,CA,83.0,49.39533090977427,33.60466909022573,84,-6.145024159855325,6.916738608385465,10.25475666079229,3.8762200376785887,,spike,6
development_4,d_1724,2015-10-18,CA_2,HOBBIES_2,CA,96.0,59.050559675774714,36.949440324225286,84,-5.158289228009044,7.069504996497608,10.481248107807351,4.017434671818216,,spike,4
development_4,d_1724,2015-10-18,CA_2,HOUSEHOLD_2,CA,489.0,401.98940507227616,87.01059492772384,84,-4.855975359846383,15.047702801122623,22.309724172944403,4.1177815366708685,,spike,3
development_4,d_1724,2015-10-18,CA_3,HOBBIES_2,CA,131.0,65.16251661601139,65.83748338398861,84,6.482113114149932,11.11286851109264,16.475938854545944,3.602548588814512,,spike,7
development_4,d_1724,2015-10-18,TX_1,HOUSEHOLD_2,TX,246.0,177.12656183396112,68.87343816603888,84,-2.1803837965290995,14.03955568289129,20.815045255454624,3.4135799894044516,,spike,8
development_4,d_1724,2015-10-18,TX_2,HOBBIES_2,TX,97.0,57.41729069808436,39.58270930191564,84,-1.6986469975555956,8.231443092496495,12.203937528935302,3.3826259927661817,,spike,9
development_4,d_1724,2015-10-18,TX_3,HOBBIES_2,TX,97.0,54.777115653902385,42.222884346097615,84,-0.5352793939080769,7.369300028604819,10.925724222409505,3.9135313018706257,,spike,5
development_4,d_1724,2015-10-18,WI_1,HOBBIES_2,WI,77.0,41.48421178519981,35.51578821480019,84,-3.958316211041666,6.079355433201043,9.013252365263863,4.379562762268916,,spike,2
development_4,d_1724,2015-10-18,WI_2,HOBBIES_2,WI,58.0,30.197225092731383,27.802774907268617,84,-7.718733877200542,5.064203351447134,7.50818788885552,4.731036211439793,,spike,1
development_4,d_1725,2015-10-19,CA_1,HOBBIES_2,CA,65.0,38.05160720807166,26.94839279192834,84,-6.145024159855325,6.916738608385465,10.25475666079229,3.227128448431349,,spike,3
development_4,d_1725,2015-10-19,CA_2,FOODS_2,CA,475.0,389.52205646371374,85.47794353628626,84,-25.48382554179122,18.353672989173766,27.211155573749025,4.077804368776011,,spike,2
development_4,d_1725,2015-10-19,WI_2,FOODS_2,WI,703.0,1042.9605178194363,-339.9605178194365,84,19.0087280436033,54.715948661772245,81.12186548594353,-4.425061525800841,,drop,1
development_4,d_1726,2015-10-20,CA_1,HOBBIES_2,CA,79.0,37.804632917553974,41.195367082446026,84,-6.145024159855325,6.916738608385465,10.25475666079229,4.616432433087476,,spike,1
development_4,d_1726,2015-10-20,TX_2,HOBBIES_2,TX,97.0,49.25337708868099,47.74662291131901,84,-1.6986469975555956,8.231443092496495,12.203937528935302,4.05158333461154,,spike,2
development_4,d_1726,2015-10-20,WI_2,FOODS_2,WI,651.0,944.3306702338688,-293.33067023386866,84,19.0087280436033,54.715948661772245,81.12186548594353,-3.8502492072447825,,drop,3
development_4,d_1726,2015-10-20,WI_2,HOBBIES_2,WI,46.0,30.349877617706337,15.650122382293665,84,-7.718733877200542,5.064203351447134,7.50818788885552,3.1124495824326446,,spike,4
development_4,d_1727,2015-10-21,CA_1,HOBBIES_2,CA,83.0,37.804632917553974,45.195367082446026,84,-6.145024159855325,6.916738608385465,10.25475666079229,5.0064953212000205,,spike,1
development_4,d_1727,2015-10-21,TX_3,HOBBIES_2,TX,88.0,49.209493233875264,38.790506766124736,84,-0.5352793939080769,7.369300028604819,10.925724222409505,3.599375689839634,,spike,3
development_4,d_1727,2015-10-21,WI_2,FOODS_2,WI,647.0,945.4747930346476,-298.47479303464775,84,19.0087280436033,54.715948661772245,81.12186548594353,-3.9136614915896297,,drop,2
development_4,d_1728,2015-10-22,CA_1,HOBBIES_2,CA,112.0,38.110848100482045,73.88915189951796,84,-6.145024159855325,6.916738608385465,10.25475666079229,7.804590465356764,,spike,2
development_4,d_1728,2015-10-22,TX_1,HOBBIES_2,TX,90.0,34.373076653007146,55.626923346992854,84,-2.001001043649465,9.200374670604624,13.640475486638415,4.224773868557001,,spike,4
development_4,d_1728,2015-10-22,TX_3,HOBBIES_2,TX,158.0,48.87715800808688,109.12284199191312,84,-0.5352793939080769,7.369300028604819,10.925724222409505,10.03669131249935,,spike,1
development_4,d_1728,2015-10-22,WI_2,FOODS_2,WI,700.0,927.8312811996544,-227.83128119965443,84,19.0087280436033,54.715948661772245,81.12186548594353,-3.0428295474298377,,drop,5
development_4,d_1728,2015-10-22,WI_2,HOBBIES_2,WI,74.0,30.017542391917967,43.98245760808203,84,-7.718733877200542,5.064203351447134,7.50818788885552,6.885974652022651,,spike,3
development_4,d_1729,2015-10-23,CA_2,HOBBIES_2,CA,116.0,50.170679190753134,65.82932080924687,84,-5.158289228009044,7.069504996497608,10.481248107807351,6.7728203079534115,,spike,1
development_4,d_1729,2015-10-23,WI_2,FOODS_2,WI,701.0,1039.398589394053,-338.39858939405303,84,19.0087280436033,54.715948661772245,81.12186548594353,-4.405807426847037,,drop,3
development_4,d_1729,2015-10-23,WI_2,HOBBIES_2,WI,66.0,31.006072818560835,34.99392718143916,84,-7.718733877200542,5.064203351447134,7.50818788885552,5.688810894308937,,spike,2
development_4,d_1730,2015-10-24,CA_2,HOBBIES_2,CA,111.0,57.725277858489534,53.274722141510466,84,-5.158289228009044,7.069504996497608,10.481248107807351,5.575005072725402,,spike,2
development_4,d_1730,2015-10-24,TX_3,HOBBIES_2,TX,93.0,52.88450155334709,40.11549844665291,84,-0.5352793939080769,7.369300028604819,10.925724222409505,3.720648353651751,,spike,4
development_4,d_1730,2015-10-24,TX_3,HOUSEHOLD_1,TX,768.0,977.950675897879,-209.95067589787905,84,52.51351580017109,55.0867238827131,81.67157682851044,-3.2136540261633275,,drop,5
development_4,d_1730,2015-10-24,WI_1,HOBBIES_2,WI,75.0,40.47901577219464,34.52098422780536,84,-3.958316211041666,6.079355433201043,9.013252365263863,4.269191505958741,,spike,3
development_4,d_1730,2015-10-24,WI_2,HOBBIES_2,WI,67.0,30.309274843421004,36.69072515657899,84,-7.718733877200542,5.064203351447134,7.50818788885552,5.914803903575315,,spike,1
development_4,d_1731,2015-10-25,CA_1,HOBBIES_2,CA,91.0,47.567965253430515,43.432034746569485,84,-6.145024159855325,6.916738608385465,10.25475666079229,4.83454269529146,,spike,4
development_4,d_1731,2015-10-25,CA_2,FOODS_2,CA,744.0,600.2536262924525,143.7463737075475,84,-25.48382554179122,18.353672989173766,27.211155573749025,6.2191478340816,,spike,2
development_4,d_1731,2015-10-25,CA_2,HOBBIES_1,CA,621.0,434.87084664148995,186.12915335851005,84,-5.492883132390105,33.910121682019735,50.275146405762456,3.8114665036348208,,spike,7
development_4,d_1731,2015-10-25,CA_2,HOBBIES_2,CA,105.0,57.4081540712542,47.5918459287458,84,-5.158289228009044,7.069504996497608,10.481248107807351,5.0328104643818055,,spike,3
development_4,d_1731,2015-10-25,CA_3,FOODS_2,CA,932.0,727.9409636758583,204.05903632414177,84,-10.184174451612932,43.758033815798,64.87566093530211,3.302366522160149,,spike,12
development_4,d_1731,2015-10-25,CA_4,HOBBIES_2,CA,42.0,21.368386058967353,20.631613941032647,84,-6.9853275775243695,4.470690989713555,6.628246461349316,4.166553202207726,,spike,5
development_4,d_1731,2015-10-25,TX_1,HOBBIES_2,TX,86.0,38.90130323873031,47.09869676126969,84,-2.001001043649465,9.200374670604624,13.640475486638415,3.5995591101655493,,spike,10
development_4,d_1731,2015-10-25,TX_2,HOBBIES_2,TX,95.0,55.77488509356384,39.22511490643616,84,-1.6986469975555956,8.231443092496495,12.203937528935302,3.353324433770847,,spike,11
development_4,d_1731,2015-10-25,TX_3,HOBBIES_2,TX,93.0,53.021724421312186,39.978275578687814,84,-0.5352793939080769,7.369300028604819,10.925724222409505,3.7080887406529497,,spike,9
development_4,d_1731,2015-10-25,TX_3,HOUSEHOLD_1,TX,738.0,988.5509079552552,-250.5509079552552,84,52.51351580017109,55.0867238827131,81.67157682851044,-3.710769836019997,,drop,8
development_4,d_1731,2015-10-25,WI_2,HOBBIES_2,WI,68.0,29.01085205621543,38.98914794378457,84,-7.718733877200542,5.064203351447134,7.50818788885552,6.220926075959567,,spike,1
development_4,d_1731,2015-10-25,WI_3,HOBBIES_2,WI,73.0,29.537293117121862,43.46270688287814,84,-1.6332157069701836,7.600079729846964,11.267878207471108,4.002166313791687,,spike,6
development_4,d_1732,2015-10-26,CA_2,FOODS_2,CA,452.0,364.91569289025045,87.08430710974955,84,-25.48382554179122,18.353672989173766,27.211155573749025,4.1368376416963635,,spike,2
development_4,d_1732,2015-10-26,CA_2,HOBBIES_2,CA,75.0,44.672461768194026,30.327538231805978,84,-5.158289228009044,7.069504996497608,10.481248107807351,3.3856490271785535,,spike,4
development_4,d_1732,2015-10-26,CA_4,HOBBIES_2,CA,41.0,20.60459848211715,20.39540151788285,84,-6.9853275775243695,4.470690989713555,6.628246461349316,4.130915960212093,,spike,3
development_4,d_1732,2015-10-26,WI_2,HOBBIES_2,WI,76.0,28.430739221825817,47.56926077817418,84,-7.718733877200542,5.064203351447134,7.50818788885552,7.363693540146919,,spike,1
development_4,d_1733,2015-10-27,CA_2,HOBBIES_2,CA,127.0,44.91917624668088,82.08082375331912,84,-5.158289228009044,7.069504996497608,10.481248107807351,8.323351578362582,,spike,1
development_4,d_1733,2015-10-27,CA_3,HOBBIES_2,CA,112.0,55.09814371396626,56.90185628603374,84,6.482113114149932,11.11286851109264,16.475938854545944,3.060204557506736,,spike,6
