block,family,magnitude,store_id,dept_id,date,window_position,original_actual_sales,injected_actual_sales,expected_sales,prior_robust_scale,prior_residual_median,prior_sales_robust_scale,score_before,score_after,detected,direction_correct,config,if_score_after,if_score_before,if_score_increase,enters_training_top5pct,enters_training_top2pct
development_2,one_day_negative_drop,2,CA_1,FOODS_3,2015-04-29,1,1699.0,899.8786,1650.6944437473985,154.1242798603323,-167.18760428338533,399.5607,1.398177890798694,-3.786737819588829,True,True,IF-1,0.7031571513120681,0.508111615364388,0.19504553594768015,True,True
development_2,one_day_negative_drop,4,CA_1,FOODS_3,2015-04-29,1,1699.0,100.75720000000001,1650.6944437473985,154.1242798603323,-167.18760428338533,399.5607,1.398177890798694,-8.971653529976349,True,True,IF-1,0.7031571513120681,0.508111615364388,0.19504553594768015,True,True
development_2,two_day_positive_sustained_spike,2,CA_1,FOODS_3,2015-04-30,1,1694.0,2493.1214,1650.1520724378456,154.1242798603323,-167.18760428338533,399.5607,1.3692555905972794,6.554171300984801,True,True,IF-1,0.699813382389807,0.49788130827697613,0.20193207411283082,True,True
development_2,two_day_positive_sustained_spike,2,CA_1,FOODS_3,2015-05-01,2,2533.0,3332.1214,2339.7289828049456,154.1242798603323,-167.18760428338533,399.5607,2.3387529972895114,7.523668707677032,True,True,IF-1,0.7213138305314465,0.6259497436064239,0.09536408692502263,True,True
development_2,two_day_positive_sustained_spike,4,CA_1,FOODS_3,2015-04-30,1,1694.0,3292.2428,1650.1520724378456,154.1242798603323,-167.18760428338533,399.5607,1.3692555905972794,11.739087011372321,True,True,IF-1,0.699813382389807,0.49788130827697613,0.20193207411283082,True,True
development_2,two_day_positive_sustained_spike,4,CA_1,FOODS_3,2015-05-01,2,2533.0,4131.2428,2339.7289828049456,154.1242798603323,-167.18760428338533,399.5607,2.3387529972895114,12.708584418064554,True,True,IF-1,0.7213138305314465,0.6259497436064239,0.09536408692502263,True,True
development_2,two_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-05-02,1,2836.0,2036.8786,2950.6845236938307,154.1242798603323,-167.18760428338533,399.5607,0.34065418269680176,-4.844261527690719,True,True,IF-1,0.7303166054918943,0.5968672471724831,0.13344935831941118,True,True
development_2,two_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-05-03,2,3146.0,2346.8786,3028.189698668962,154.1242798603323,-167.18760428338533,399.5607,1.8491434696252194,-3.3357722407623016,True,True,IF-1,0.7310151670330377,0.5860605194810014,0.14495464755203635,True,True
development_2,two_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-05-02,1,2836.0,1237.7572,2950.6845236938307,154.1242798603323,-167.18760428338533,399.5607,0.34065418269680176,-10.02917723807824,True,True,IF-1,0.7303166054918943,0.5968672471724831,0.13344935831941118,True,True
development_2,two_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-05-03,2,3146.0,1547.7572,3028.189698668962,154.1242798603323,-167.18760428338533,399.5607,1.8491434696252194,-8.520687951149823,True,True,IF-1,0.7310151670330377,0.5860605194810014,0.14495464755203635,True,True
development_2,three_day_positive_sustained_spike,2,CA_1,FOODS_3,2015-05-04,1,2205.0,3004.1214,2187.164556244872,154.1242798603323,-167.18760428338533,399.5607,1.2004795623777218,6.385395272765243,True,True,IF-1,0.7180470259709048,0.5392605838750513,0.17878644209585348,True,True
development_2,three_day_positive_sustained_spike,2,CA_1,FOODS_3,2015-05-05,2,2019.0,2818.1214,1855.775985798728,154.1242798603323,-167.18760428338533,399.5607,2.143799917729229,7.328715628116751,True,True,IF-1,0.7375419410950717,0.64564093364014,0.09190100745493168,True,True
development_2,three_day_positive_sustained_spike,2,CA_1,FOODS_3,2015-05-06,3,1754.0,2553.1214,1982.9348331085023,154.1242798603323,-167.18760428338533,399.5607,-0.4006327158905309,4.784282994496992,True,True,IF-1,0.7157713314939371,0.6288367337369352,0.08693459775700196,True,True
development_2,three_day_positive_sustained_spike,4,CA_1,FOODS_3,2015-05-04,1,2205.0,3803.2428,2187.164556244872,154.1242798603323,-167.18760428338533,399.5607,1.2004795623777218,11.570310983152764,True,True,IF-1,0.7180470259709048,0.5392605838750513,0.17878644209585348,True,True
development_2,three_day_positive_sustained_spike,4,CA_1,FOODS_3,2015-05-05,2,2019.0,3617.2428,1855.775985798728,154.1242798603323,-167.18760428338533,399.5607,2.143799917729229,12.513631338504272,True,True,IF-1,0.7375419410950717,0.64564093364014,0.09190100745493168,True,True
development_2,three_day_positive_sustained_spike,4,CA_1,FOODS_3,2015-05-06,3,1754.0,3352.2428,1982.9348331085023,154.1242798603323,-167.18760428338533,399.5607,-0.4006327158905309,9.969198704884512,True,True,IF-1,0.7179539172944543,0.6288367337369352,0.08911718355751919,True,True
development_2,three_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-05-07,1,1947.0,1147.8786,1980.5686431695103,154.1242798603323,-167.18760428338533,399.5607,0.8669559477258256,-4.317959762661694,True,True,IF-1,0.7152233247020531,0.5249942579858429,0.1902290667162102,True,True
development_2,three_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-05-08,2,2311.0,1511.8786,2253.590910583828,154.1242798603323,-167.18760428338533,399.5607,1.457244075385702,-3.727671635001819,True,True,IF-1,0.7164191762882715,0.5516412792630555,0.16477789702521595,True,True
development_2,three_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-05-09,3,2950.0,2150.8786,2883.7807429148997,154.1242798603323,-167.18760428338533,399.5607,1.5144068253230398,-3.670508885064481,True,True,IF-1,0.7298226503914225,0.5734827420988692,0.1563399082925533,True,True
development_2,three_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-05-07,1,1947.0,348.7572,1980.5686431695103,154.1242798603323,-167.18760428338533,399.5607,0.8669559477258256,-9.502875473049215,True,True,IF-1,0.7152233247020531,0.5249942579858429,0.1902290667162102,True,True
development_2,three_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-05-08,2,2311.0,712.7572,2253.590910583828,154.1242798603323,-167.18760428338533,399.5607,1.457244075385702,-8.91258734538934,True,True,IF-1,0.7164191762882715,0.5516412792630555,0.16477789702521595,True,True
development_2,three_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-05-09,3,2950.0,1351.7572,2883.7807429148997,154.1242798603323,-167.18760428338533,399.5607,1.5144068253230398,-8.855424595452002,True,True,IF-1,0.7298226503914225,0.5734827420988692,0.1563399082925533,True,True
development_2,one_day_positive_spike,2,CA_1,HOBBIES_1,2015-05-10,1,494.0,677.8424,470.3553709073003,81.10531141948404,20.554133150188306,91.9212,0.0381047293749611,2.3048169431922587,False,True,IF-1,0.6389030302625558,0.5446751149359474,0.09422791532660835,True,False
development_2,one_day_positive_spike,4,CA_1,HOBBIES_1,2015-05-10,1,494.0,861.6848,470.3553709073003,81.10531141948404,20.554133150188306,91.9212,0.0381047293749611,4.5715291570095555,True,True,IF-1,0.7021989710507616,0.5446751149359474,0.15752385611481412,True,True
development_2,one_day_negative_drop,2,CA_1,HOBBIES_1,2015-05-11,1,586.0,402.1576,451.8682377968983,81.10531141948404,20.554133150188306,91.9212,1.400372269893393,-0.8663399439239046,False,True,IF-1,0.4579904084745596,0.5138196980164769,-0.05582928954191729,False,False
development_2,one_day_negative_drop,4,CA_1,HOBBIES_1,2015-05-11,1,586.0,218.3152,451.8682377968983,81.10531141948404,20.554133150188306,91.9212,1.400372269893393,-3.133052157741202,True,True,IF-1,0.6223619657130273,0.5138196980164769,0.1085422676965504,True,False
development_2,two_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-05-12,1,501.0,684.8424,411.7452018234643,81.10531141948404,20.554133150188306,91.9212,0.8470550673435099,3.1137672811608073,True,True,IF-1,0.6100135904664451,0.452991448650805,0.15702214181564011,True,False
development_2,two_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-05-13,2,487.0,670.8424,411.142585454373,81.10531141948404,20.554133150188306,91.9212,0.6818700332633596,2.948582247080657,False,True,IF-1,0.6095738261606647,0.4521557145586769,0.15741811160198776,True,False
development_2,two_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-05-12,1,501.0,868.6848,411.7452018234643,81.10531141948404,20.554133150188306,91.9212,0.8470550673435099,5.380479494978105,True,True,IF-1,0.6765670483180798,0.452991448650805,0.2235755996672748,True,True
development_2,two_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-05-13,2,487.0,854.6848,411.142585454373,81.10531141948404,20.554133150188306,91.9212,0.6818700332633596,5.215294460897955,True,True,IF-1,0.6830139757543144,0.4521557145586769,0.23085826119563752,True,True
development_2,two_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-05-14,1,348.0,164.1576,411.9615649088275,81.10531141948404,20.554133150188306,91.9212,-1.0420488693014558,-3.3087610831187533,True,True,IF-1,0.6269652822921372,0.4524081435608115,0.17455713873132572,True,False
development_2,two_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-05-15,2,523.0,339.1576,470.1758022606791,81.10531141948404,20.554133150188306,91.9212,0.3978785609024897,-1.8688336529148077,False,True,IF-1,0.5251904853577335,0.4234660663221065,0.10172441903562701,False,False
development_2,two_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-05-14,1,348.0,0.0,411.9615649088275,81.10531141948404,20.554133150188306,91.9212,-1.0420488693014558,-5.332766627601062,True,True,IF-1,0.6723353039800221,0.4524081435608115,0.21992716041921057,True,True
development_2,two_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-05-15,2,523.0,155.3152,470.1758022606791,81.10531141948404,20.554133150188306,91.9212,0.3978785609024897,-4.135545866732105,True,True,IF-1,0.6463298713849736,0.4234660663221065,0.22286380506286707,True,True
development_2,three_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-05-16,1,621.0,804.8424,584.4721879533458,81.10531141948404,20.554133150188306,91.9212,0.19694984973115431,2.4636620635484516,False,True,IF-1,0.5621907866985355,0.4278355719400926,0.13435521475844292,False,False
development_2,three_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-05-17,2,524.0,707.8424,568.9726556946351,81.10531141948404,20.554133150188306,91.9212,-0.8079222889104382,1.4587899249068592,False,True,IF-1,0.5012185312943613,0.44411954701021045,0.05709898428415089,False,False
development_2,three_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-05-18,3,436.0,619.8424,446.6836702839059,81.10531141948404,20.554133150188306,91.9212,-0.3851511434624723,1.8815610703548251,False,True,IF-1,0.5557942823742763,0.43901245841485476,0.11678182395942155,False,False
development_2,three_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-05-16,1,621.0,988.6848,584.4721879533458,81.10531141948404,20.554133150188306,91.9212,0.19694984973115431,4.730374277365749,True,True,IF-1,0.6550560054350416,0.4278355719400926,0.22722043349494903,True,True
development_2,three_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-05-17,2,524.0,891.6848,568.9726556946351,81.10531141948404,20.554133150188306,91.9212,-0.8079222889104382,3.7255021387241567,True,True,IF-1,0.6262639955607969,0.44411954701021045,0.18214444855058648,True,False
development_2,three_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-05-18,3,436.0,803.6848,446.6836702839059,81.10531141948404,20.554133150188306,91.9212,-0.3851511434624723,4.148273284172123,True,True,IF-1,0.6578072299892301,0.43901245841485476,0.21879477157437538,True,True
development_2,three_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-05-19,1,467.0,283.1576,405.3500887857238,81.10531141948404,20.554133150188306,91.9212,0.5066965078468996,-1.7600157059703971,False,True,IF-1,0.5248498883104699,0.4279068834131269,0.09694300489734298,False,False
development_2,three_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-05-20,2,522.0,338.1576,405.9469084619332,81.10531141948404,20.554133150188306,91.9212,1.1774686110746704,-1.089243602742627,False,True,IF-1,0.4694673448885541,0.4812199050477885,-0.011752560159234426,False,False
development_2,three_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-05-21,3,408.0,224.1576,406.7658879163877,81.10531141948404,20.554133150188306,91.9212,-0.23820907322149507,-2.5049212870387922,False,True,IF-1,0.5782731534405254,0.4272527788414504,0.15102037459907502,False,False
development_2,three_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-05-19,1,467.0,99.3152,405.3500887857238,81.10531141948404,20.554133150188306,91.9212,0.5066965078468996,-4.026727919787694,True,True,IF-1,0.6474506968856549,0.4279068834131269,0.21954381347252805,True,True
development_2,three_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-05-20,2,522.0,154.3152,405.9469084619332,81.10531141948404,20.554133150188306,91.9212,1.1774686110746704,-3.3559558165599244,True,True,IF-1,0.6311208811397585,0.4812199050477885,0.14990097609197,True,False
development_2,three_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-05-21,3,408.0,40.315200000000004,406.7658879163877,81.10531141948404,20.554133150188306,91.9212,-0.23820907322149507,-4.7716335008560895,True,True,IF-1,0.6599498987575743,0.4272527788414504,0.23269711991612385,True,True
development_2,one_day_positive_spike,2,CA_1,HOBBIES_2,2015-04-28,1,35.0,52.7912,46.294528379424776,10.83498747825522,-9.047656642867008,8.8956,-0.20737188123816702,1.4346420145513052,False,True,IF-1,0.4412673830846098,0.41940115698294367,0.02186622610166611,False,False
development_2,one_day_positive_spike,4,CA_1,HOBBIES_2,2015-04-28,1,35.0,70.5824,46.294528379424776,10.83498747825522,-9.047656642867008,8.8956,-0.20737188123816702,3.0766559103407776,True,True,IF-1,0.5021553429982025,0.41940115698294367,0.08275418601525886,False,False
