block,d,date,store_id,dept_id,state_id,actual_sales,expected_sales,residual
development_1_scale_seed,d_1467,2015-02-03,CA_1,FOODS_3,CA,1894.0,2005.956229568118,-111.95622956811803
development_1_scale_seed,d_1467,2015-02-03,CA_1,HOBBIES_1,CA,468.0,443.14027020133676,24.85972979866324
development_1_scale_seed,d_1467,2015-02-03,CA_1,HOBBIES_2,CA,27.0,43.503858785751305,-16.503858785751305
development_1_scale_seed,d_1467,2015-02-03,CA_1,HOUSEHOLD_1,CA,655.0,620.630889536755,34.369110463244965
development_1_scale_seed,d_1467,2015-02-03,CA_1,HOUSEHOLD_2,CA,183.0,156.9147239057336,26.08527609426639
development_1_scale_seed,d_1467,2015-02-03,CA_2,FOODS_1,CA,293.0,275.3355585188438,17.66444148115619
development_1_scale_seed,d_1467,2015-02-03,CA_2,FOODS_2,CA,83.0,100.09901093432612,-17.099010934326117
development_1_scale_seed,d_1467,2015-02-03,CA_2,FOODS_3,CA,879.0,916.5662653278658,-37.566265327865835
development_1_scale_seed,d_1467,2015-02-03,CA_2,HOBBIES_1,CA,201.0,242.13600319338138,-41.136003193381384
development_1_scale_seed,d_1467,2015-02-03,CA_2,HOBBIES_2,CA,18.0,33.231499581694365,-15.231499581694365
development_1_scale_seed,d_1467,2015-02-03,CA_2,HOUSEHOLD_1,CA,433.0,434.96690300120645,-1.9669030012064468
development_1_scale_seed,d_1467,2015-02-03,CA_2,HOUSEHOLD_2,CA,183.0,198.22465296468133,-15.224652964681326
development_1_scale_seed,d_1467,2015-02-03,CA_3,FOODS_1,CA,333.0,488.575136024872,-155.575136024872
development_1_scale_seed,d_1467,2015-02-03,CA_3,FOODS_2,CA,671.0,660.920953471893,10.079046528107028
development_1_scale_seed,d_1467,2015-02-03,CA_3,FOODS_3,CA,2818.0,2929.471494404006,-111.47149440400608
development_1_scale_seed,d_1467,2015-02-03,CA_3,HOBBIES_1,CA,627.0,506.41443385566834,120.58556614433166
development_1_scale_seed,d_1467,2015-02-03,CA_3,HOBBIES_2,CA,61.0,49.58332400797268,11.416675992027322
development_1_scale_seed,d_1467,2015-02-03,CA_3,HOUSEHOLD_1,CA,1223.0,1214.2531067063987,8.74689329360126
development_1_scale_seed,d_1467,2015-02-03,CA_3,HOUSEHOLD_2,CA,254.0,261.59972746597083,-7.59972746597083
development_1_scale_seed,d_1467,2015-02-03,CA_4,FOODS_1,CA,190.0,196.20281352556933,-6.202813525569326
development_1_scale_seed,d_1467,2015-02-03,CA_4,FOODS_2,CA,321.0,295.8792809048622,25.120719095137815
development_1_scale_seed,d_1467,2015-02-03,CA_4,FOODS_3,CA,1052.0,1032.1193405645863,19.88065943541369
development_1_scale_seed,d_1467,2015-02-03,CA_4,HOBBIES_1,CA,325.0,300.4839974616174,24.516002538382622
development_1_scale_seed,d_1467,2015-02-03,CA_4,HOBBIES_2,CA,14.0,22.598044377385815,-8.598044377385815
development_1_scale_seed,d_1467,2015-02-03,CA_4,HOUSEHOLD_1,CA,334.0,304.03901601064933,29.960983989350666
development_1_scale_seed,d_1467,2015-02-03,CA_4,HOUSEHOLD_2,CA,98.0,112.88210431630364,-14.88210431630364
development_1_scale_seed,d_1467,2015-02-03,TX_1,FOODS_1,TX,243.0,228.54000626659288,14.459993733407117
development_1_scale_seed,d_1467,2015-02-03,TX_1,FOODS_2,TX,388.0,340.7258760269964,47.27412397300361
development_1_scale_seed,d_1467,2015-02-03,TX_1,FOODS_3,TX,1486.0,1414.680847218623,71.31915278137694
development_1_scale_seed,d_1467,2015-02-03,TX_1,HOBBIES_1,TX,202.0,203.61894560315574,-1.618945603155737
development_1_scale_seed,d_1467,2015-02-03,TX_1,HOBBIES_2,TX,52.0,34.032705399280346,17.967294600719654
development_1_scale_seed,d_1467,2015-02-03,TX_1,HOUSEHOLD_1,TX,684.0,618.0184117298021,65.9815882701979
development_1_scale_seed,d_1467,2015-02-03,TX_1,HOUSEHOLD_2,TX,90.0,131.0787943072896,-41.0787943072896
development_1_scale_seed,d_1467,2015-02-03,TX_2,FOODS_1,TX,270.0,262.5555877814356,7.444412218564423
development_1_scale_seed,d_1467,2015-02-03,TX_2,FOODS_2,TX,396.0,376.50575413964697,19.494245860353033
development_1_scale_seed,d_1467,2015-02-03,TX_2,FOODS_3,TX,1680.0,1789.6479699259105,-109.6479699259105
development_1_scale_seed,d_1467,2015-02-03,TX_2,HOBBIES_1,TX,295.0,282.5933951011895,12.406604898810485
development_1_scale_seed,d_1467,2015-02-03,TX_2,HOBBIES_2,TX,56.0,48.791783150645045,7.2082168493549545
development_1_scale_seed,d_1467,2015-02-03,TX_2,HOUSEHOLD_1,TX,611.0,640.8461148431436,-29.846114843143596
development_1_scale_seed,d_1467,2015-02-03,TX_2,HOUSEHOLD_2,TX,145.0,136.03139755699345,8.968602443006546
development_1_scale_seed,d_1467,2015-02-03,TX_3,FOODS_1,TX,354.0,272.38825034984507,81.61174965015493
development_1_scale_seed,d_1467,2015-02-03,TX_3,FOODS_2,TX,422.0,421.8524346390774,0.14756536092261285
development_1_scale_seed,d_1467,2015-02-03,TX_3,FOODS_3,TX,1448.0,1470.289535050646,-22.28953505064601
development_1_scale_seed,d_1467,2015-02-03,TX_3,HOBBIES_1,TX,287.0,299.6833276040203,-12.683327604020292
development_1_scale_seed,d_1467,2015-02-03,TX_3,HOBBIES_2,TX,85.0,50.147229517803666,34.852770482196334
development_1_scale_seed,d_1467,2015-02-03,TX_3,HOUSEHOLD_1,TX,725.0,683.1415419284738,41.85845807152623
development_1_scale_seed,d_1467,2015-02-03,TX_3,HOUSEHOLD_2,TX,144.0,134.08080771746856,9.91919228253144
development_1_scale_seed,d_1467,2015-02-03,WI_1,FOODS_1,WI,324.0,272.9748989820023,51.02510101799771
development_1_scale_seed,d_1467,2015-02-03,WI_1,FOODS_2,WI,536.0,487.20560053183596,48.794399468164045
development_1_scale_seed,d_1467,2015-02-03,WI_1,FOODS_3,WI,1549.0,1545.5351732530908,3.464826746909239
development_1_scale_seed,d_1467,2015-02-03,WI_1,HOBBIES_1,WI,353.0,315.31872248295065,37.68127751704935
development_1_scale_seed,d_1467,2015-02-03,WI_1,HOBBIES_2,WI,31.0,31.36815313827349,-0.3681531382734917
development_1_scale_seed,d_1467,2015-02-03,WI_1,HOUSEHOLD_1,WI,468.0,474.66094417387416,-6.660944173874157
development_1_scale_seed,d_1467,2015-02-03,WI_1,HOUSEHOLD_2,WI,110.0,142.04147203013468,-32.041472030134685
development_1_scale_seed,d_1467,2015-02-03,WI_2,FOODS_1,WI,389.0,339.7607567363693,49.239243263630726
development_1_scale_seed,d_1467,2015-02-03,WI_2,FOODS_2,WI,1059.0,884.4801659962698,174.51983400373024
development_1_scale_seed,d_1467,2015-02-03,WI_2,FOODS_3,WI,2652.0,2346.1599519587508,305.84004804124925
development_1_scale_seed,d_1467,2015-02-03,WI_2,HOBBIES_1,WI,295.0,212.17617772659838,82.82382227340162
development_1_scale_seed,d_1467,2015-02-03,WI_2,HOBBIES_2,WI,21.0,32.69884165575631,-11.698841655756311
development_1_scale_seed,d_1467,2015-02-03,WI_2,HOUSEHOLD_1,WI,1095.0,857.4217086377531,237.5782913622469
development_1_scale_seed,d_1467,2015-02-03,WI_2,HOUSEHOLD_2,WI,129.0,118.71615115539564,10.283848844604364
development_1_scale_seed,d_1467,2015-02-03,WI_3,FOODS_1,WI,217.0,194.0633036257102,22.936696374289795
development_1_scale_seed,d_1467,2015-02-03,WI_3,FOODS_2,WI,536.0,398.3818321868618,137.6181678131382
development_1_scale_seed,d_1467,2015-02-03,WI_3,FOODS_3,WI,1985.0,1768.5470209805574,216.45297901944264
development_1_scale_seed,d_1467,2015-02-03,WI_3,HOBBIES_1,WI,268.0,212.443737521835,55.556262478164996
development_1_scale_seed,d_1467,2015-02-03,WI_3,HOBBIES_2,WI,30.0,26.73487985325552,3.2651201467444793
development_1_scale_seed,d_1467,2015-02-03,WI_3,HOUSEHOLD_1,WI,696.0,539.3434448646946,156.65655513530544
development_1_scale_seed,d_1467,2015-02-03,WI_3,HOUSEHOLD_2,WI,137.0,105.90496165223124,31.095038347768764
development_1_scale_seed,d_1468,2015-02-04,CA_1,FOODS_1,CA,406.0,334.43131880691203,71.56868119308797
development_1_scale_seed,d_1468,2015-02-04,CA_1,FOODS_2,CA,420.0,445.2634719546818,-25.26347195468179
development_1_scale_seed,d_1468,2015-02-04,CA_1,FOODS_3,CA,1762.0,1943.772573438813,-181.77257343881297
development_1_scale_seed,d_1468,2015-02-04,CA_1,HOBBIES_1,CA,353.0,395.89212017301816,-42.89212017301816
development_1_scale_seed,d_1468,2015-02-04,CA_1,HOBBIES_2,CA,31.0,39.594213581870015,-8.594213581870015
development_1_scale_seed,d_1468,2015-02-04,CA_1,HOUSEHOLD_1,CA,577.0,528.421926621615,48.57807337838506
development_1_scale_seed,d_1468,2015-02-04,CA_1,HOUSEHOLD_2,CA,124.0,146.47150989313602,-22.471509893136016
development_1_scale_seed,d_1468,2015-02-04,CA_2,FOODS_1,CA,238.0,269.1981341719676,-31.19813417196758
development_1_scale_seed,d_1468,2015-02-04,CA_2,FOODS_2,CA,68.0,95.90766038340574,-27.90766038340574
development_1_scale_seed,d_1468,2015-02-04,CA_2,FOODS_3,CA,750.0,900.2321896679879,-150.23218966798788
development_1_scale_seed,d_1468,2015-02-04,CA_2,HOBBIES_1,CA,261.0,228.99572638832916,32.00427361167084
development_1_scale_seed,d_1468,2015-02-04,CA_2,HOBBIES_2,CA,28.0,29.501162903837916,-1.5011629038379155
development_1_scale_seed,d_1468,2015-02-04,CA_2,HOUSEHOLD_1,CA,363.0,398.2885128032698,-35.28851280326978
development_1_scale_seed,d_1468,2015-02-04,CA_2,HOUSEHOLD_2,CA,185.0,190.29953044123252,-5.29953044123252
development_1_scale_seed,d_1468,2015-02-04,CA_3,FOODS_1,CA,491.0,462.63700298258095,28.362997017419048
development_1_scale_seed,d_1468,2015-02-04,CA_3,FOODS_2,CA,622.0,642.791016190095,-20.79101619009498
development_1_scale_seed,d_1468,2015-02-04,CA_3,FOODS_3,CA,2748.0,2785.436503155771,-37.43650315577088
development_1_scale_seed,d_1468,2015-02-04,CA_3,HOBBIES_1,CA,444.0,450.58430333965356,-6.584303339653559
development_1_scale_seed,d_1468,2015-02-04,CA_3,HOBBIES_2,CA,76.0,45.496259868283005,30.503740131716995
development_1_scale_seed,d_1468,2015-02-04,CA_3,HOUSEHOLD_1,CA,1308.0,1091.6001103072394,216.39988969276055
development_1_scale_seed,d_1468,2015-02-04,CA_3,HOUSEHOLD_2,CA,240.0,247.6115693090294,-7.611569309029392
development_1_scale_seed,d_1468,2015-02-04,CA_4,FOODS_1,CA,195.0,193.96186005733398,1.038139942666021
development_1_scale_seed,d_1468,2015-02-04,CA_4,FOODS_2,CA,253.0,291.72600003894894,-38.72600003894894
development_1_scale_seed,d_1468,2015-02-04,CA_4,FOODS_3,CA,969.0,1004.1080743670809,-35.10807436708092
development_1_scale_seed,d_1468,2015-02-04,CA_4,HOBBIES_1,CA,311.0,285.6018305506581,25.39816944934188
development_1_scale_seed,d_1468,2015-02-04,CA_4,HOBBIES_2,CA,16.0,19.59493488269706,-3.5949348826970606
development_1_scale_seed,d_1468,2015-02-04,CA_4,HOUSEHOLD_1,CA,348.0,292.1327073427965,55.86729265720351
development_1_scale_seed,d_1468,2015-02-04,CA_4,HOUSEHOLD_2,CA,90.0,107.1874872537428,-17.187487253742802
development_1_scale_seed,d_1468,2015-02-04,TX_1,FOODS_1,TX,267.0,216.82492078302576,50.17507921697424
development_1_scale_seed,d_1468,2015-02-04,TX_1,FOODS_2,TX,312.0,293.3487268601606,18.651273139839418
development_1_scale_seed,d_1468,2015-02-04,TX_1,FOODS_3,TX,1425.0,1224.5615257538407,200.43847424615933
development_1_scale_seed,d_1468,2015-02-04,TX_1,HOBBIES_1,TX,187.0,188.46044988994856,-1.4604498899485634
development_1_scale_seed,d_1468,2015-02-04,TX_1,HOBBIES_2,TX,48.0,28.45723484729839,19.54276515270161
development_1_scale_seed,d_1468,2015-02-04,TX_1,HOUSEHOLD_1,TX,626.0,549.8687456254545,76.1312543745455
development_1_scale_seed,d_1468,2015-02-04,TX_1,HOUSEHOLD_2,TX,101.0,122.52921468580372,-21.529214685803723
development_1_scale_seed,d_1468,2015-02-04,TX_2,FOODS_1,TX,276.0,250.22891862041968,25.771081379580323
development_1_scale_seed,d_1468,2015-02-04,TX_2,FOODS_2,TX,302.0,329.5821532150938,-27.582153215093797
development_1_scale_seed,d_1468,2015-02-04,TX_2,FOODS_3,TX,1822.0,1570.4439768643895,251.55602313561053
development_1_scale_seed,d_1468,2015-02-04,TX_2,HOBBIES_1,TX,285.0,262.44112204880025,22.558877951199747
development_1_scale_seed,d_1468,2015-02-04,TX_2,HOBBIES_2,TX,63.0,43.22394004642358,19.77605995357642
development_1_scale_seed,d_1468,2015-02-04,TX_2,HOUSEHOLD_1,TX,749.0,566.2710503221169,182.72894967788307
development_1_scale_seed,d_1468,2015-02-04,TX_2,HOUSEHOLD_2,TX,165.0,127.96290416013483,37.037095839865174
development_1_scale_seed,d_1468,2015-02-04,TX_3,FOODS_1,TX,240.0,251.2454876976172,-11.245487697617193
development_1_scale_seed,d_1468,2015-02-04,TX_3,FOODS_2,TX,319.0,353.5298611853351,-34.52986118533511
development_1_scale_seed,d_1468,2015-02-04,TX_3,FOODS_3,TX,1425.0,1258.155703377644,166.84429662235607
development_1_scale_seed,d_1468,2015-02-04,TX_3,HOBBIES_1,TX,288.0,268.7715819084309,19.228418091569097
development_1_scale_seed,d_1468,2015-02-04,TX_3,HOBBIES_2,TX,96.0,44.33693301185148,51.66306698814852
development_1_scale_seed,d_1468,2015-02-04,TX_3,HOUSEHOLD_1,TX,736.0,586.0692500659777,149.9307499340223
development_1_scale_seed,d_1468,2015-02-04,TX_3,HOUSEHOLD_2,TX,152.0,124.36347799520505,27.636522004794955
development_1_scale_seed,d_1468,2015-02-04,WI_1,FOODS_1,WI,230.0,258.53299743786624,-28.532997437866243
development_1_scale_seed,d_1468,2015-02-04,WI_1,FOODS_2,WI,499.0,406.51638283665886,92.48361716334114
development_1_scale_seed,d_1468,2015-02-04,WI_1,FOODS_3,WI,1494.0,1394.9489662567282,99.05103374327177
development_1_scale_seed,d_1468,2015-02-04,WI_1,HOBBIES_1,WI,372.0,285.4128240472901,86.58717595270991
development_1_scale_seed,d_1468,2015-02-04,WI_1,HOBBIES_2,WI,36.0,25.623392623300738,10.376607376699262
development_1_scale_seed,d_1468,2015-02-04,WI_1,HOUSEHOLD_1,WI,454.0,410.06923481744633,43.93076518255367
development_1_scale_seed,d_1468,2015-02-04,WI_1,HOUSEHOLD_2,WI,135.0,130.5754570919747,4.424542908025302
development_1_scale_seed,d_1468,2015-02-04,WI_2,FOODS_1,WI,393.0,298.32477536382623,94.67522463617377
development_1_scale_seed,d_1468,2015-02-04,WI_2,FOODS_2,WI,705.0,635.3879020558107,69.61209794418926
development_1_scale_seed,d_1468,2015-02-04,WI_2,FOODS_3,WI,1859.0,1692.6387641750873,166.36123582491268
development_1_scale_seed,d_1468,2015-02-04,WI_2,HOBBIES_1,WI,227.0,176.58542878477022,50.414571215229785
development_1_scale_seed,d_1468,2015-02-04,WI_2,HOBBIES_2,WI,21.0,26.429096251532812,-5.429096251532812
development_1_scale_seed,d_1468,2015-02-04,WI_2,HOUSEHOLD_1,WI,905.0,670.9737065935269,234.0262934064731
development_1_scale_seed,d_1468,2015-02-04,WI_2,HOUSEHOLD_2,WI,152.0,105.3980841785241,46.6019158214759
development_1_scale_seed,d_1468,2015-02-04,WI_3,FOODS_1,WI,233.0,176.64117951656596,56.358820483434044
development_1_scale_seed,d_1468,2015-02-04,WI_3,FOODS_2,WI,282.0,308.0762954755471,-26.076295475547113
development_1_scale_seed,d_1468,2015-02-04,WI_3,FOODS_3,WI,1523.0,1361.3513370240264,161.6486629759736
development_1_scale_seed,d_1468,2015-02-04,WI_3,HOBBIES_1,WI,238.0,177.90511792416174,60.09488207583826
development_1_scale_seed,d_1468,2015-02-04,WI_3,HOBBIES_2,WI,38.0,19.553828479891898,18.446171520108102
development_1_scale_seed,d_1468,2015-02-04,WI_3,HOUSEHOLD_1,WI,516.0,415.25290600364866,100.74709399635134
development_1_scale_seed,d_1468,2015-02-04,WI_3,HOUSEHOLD_2,WI,119.0,91.67558870621957,27.32441129378043
development_1_scale_seed,d_1469,2015-02-05,CA_1,FOODS_1,CA,403.0,333.48925885098475,69.51074114901525
development_1_scale_seed,d_1469,2015-02-05,CA_1,FOODS_2,CA,450.0,444.6722119617833,5.327788038216681
development_1_scale_seed,d_1469,2015-02-05,CA_1,FOODS_3,CA,1779.0,1943.4596325881646,-164.4596325881646
development_1_scale_seed,d_1469,2015-02-05,CA_1,HOBBIES_1,CA,439.0,394.9500602170909,44.04993978290912
development_1_scale_seed,d_1469,2015-02-05,CA_1,HOBBIES_2,CA,14.0,38.9365882467521,-24.936588246752102
development_1_scale_seed,d_1469,2015-02-05,CA_1,HOUSEHOLD_1,CA,665.0,527.8474463450698,137.15255365493022
development_1_scale_seed,d_1469,2015-02-05,CA_1,HOUSEHOLD_2,CA,139.0,144.1477840173027,-5.147784017302712
development_1_scale_seed,d_1469,2015-02-05,CA_2,FOODS_1,CA,289.0,268.2560742160403,20.743925783959696
development_1_scale_seed,d_1469,2015-02-05,CA_2,FOODS_2,CA,100.0,95.93946407515153,4.060535924848466
development_1_scale_seed,d_1469,2015-02-05,CA_2,FOODS_3,CA,802.0,899.9192488173395,-97.91924881733951
development_1_scale_seed,d_1469,2015-02-05,CA_2,HOBBIES_1,CA,308.0,228.05366643240185,79.94633356759815
development_1_scale_seed,d_1469,2015-02-05,CA_2,HOBBIES_2,CA,27.0,28.843537568720006,-1.8435375687200057
development_1_scale_seed,d_1469,2015-02-05,CA_2,HOUSEHOLD_1,CA,417.0,397.7140325267245,19.28596747327549
development_1_scale_seed,d_1469,2015-02-05,CA_2,HOUSEHOLD_2,CA,185.0,187.97580456539922,-2.9758045653992156
development_1_scale_seed,d_1469,2015-02-05,CA_3,FOODS_1,CA,420.0,461.36176208344773,-41.36176208344773
development_1_scale_seed,d_1469,2015-02-05,CA_3,FOODS_2,CA,640.0,641.1872869843645,-1.1872869843645049
development_1_scale_seed,d_1469,2015-02-05,CA_3,FOODS_3,CA,2765.0,2782.715571878482,-17.715571878482024
development_1_scale_seed,d_1469,2015-02-05,CA_3,HOBBIES_1,CA,655.0,449.30906244052034,205.69093755947966
development_1_scale_seed,d_1469,2015-02-05,CA_3,HOBBIES_2,CA,34.0,44.505453589959146,-10.505453589959146
development_1_scale_seed,d_1469,2015-02-05,CA_3,HOUSEHOLD_1,CA,1208.0,1084.5063665041662,123.49363349583382
development_1_scale_seed,d_1469,2015-02-05,CA_3,HOUSEHOLD_2,CA,258.0,246.33632840989614,11.66367159010386
development_1_scale_seed,d_1469,2015-02-05,CA_4,FOODS_1,CA,218.0,192.68661915820073,25.313380841799273
development_1_scale_seed,d_1469,2015-02-05,CA_4,FOODS_2,CA,313.0,290.7453345178628,22.254665482137227
