block,family,magnitude,store_id,dept_id,date,window_position,original_actual_sales,injected_actual_sales,expected_sales,prior_robust_scale,prior_sales_robust_scale,score_before,score_after,detected,direction_correct,detected_at_4
development_2,three_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-05-07,1,1947.0,1147.8786,1980.5686431695103,154.1242798603323,399.5607,0.8669559477258256,-4.317959762661694,True,True,True
development_2,three_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-05-08,2,2311.0,1511.8786,2253.590910583828,154.1242798603323,399.5607,1.457244075385702,-3.727671635001819,True,True,False
development_2,three_day_negative_sustained_drop,2,CA_1,FOODS_3,2015-05-09,3,2950.0,2150.8786,2883.7807429148997,154.1242798603323,399.5607,1.5144068253230398,-3.670508885064481,True,True,False
development_2,three_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-05-07,1,1947.0,348.7572,1980.5686431695103,154.1242798603323,399.5607,0.8669559477258256,-9.502875473049215,True,True,True
development_2,three_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-05-08,2,2311.0,712.7572,2253.590910583828,154.1242798603323,399.5607,1.457244075385702,-8.91258734538934,True,True,True
development_2,three_day_negative_sustained_drop,4,CA_1,FOODS_3,2015-05-09,3,2950.0,1351.7572,2883.7807429148997,154.1242798603323,399.5607,1.5144068253230398,-8.855424595452002,True,True,True
development_2,one_day_positive_spike,2,CA_1,HOBBIES_1,2015-05-10,1,494.0,677.8424,470.3553709073003,81.10531141948404,91.9212,0.0381047293749611,2.3048169431922587,False,True,False
development_2,one_day_positive_spike,4,CA_1,HOBBIES_1,2015-05-10,1,494.0,861.6848,470.3553709073003,81.10531141948404,91.9212,0.0381047293749611,4.5715291570095555,True,True,True
development_2,one_day_negative_drop,2,CA_1,HOBBIES_1,2015-05-11,1,586.0,402.1576,451.8682377968983,81.10531141948404,91.9212,1.400372269893393,-0.8663399439239046,False,True,False
development_2,one_day_negative_drop,4,CA_1,HOBBIES_1,2015-05-11,1,586.0,218.3152,451.8682377968983,81.10531141948404,91.9212,1.400372269893393,-3.133052157741202,True,True,False
development_2,two_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-05-12,1,501.0,684.8424,411.7452018234643,81.10531141948404,91.9212,0.8470550673435099,3.1137672811608073,True,True,False
development_2,two_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-05-13,2,487.0,670.8424,411.142585454373,81.10531141948404,91.9212,0.6818700332633596,2.948582247080657,False,True,False
development_2,two_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-05-12,1,501.0,868.6848,411.7452018234643,81.10531141948404,91.9212,0.8470550673435099,5.380479494978105,True,True,True
development_2,two_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-05-13,2,487.0,854.6848,411.142585454373,81.10531141948404,91.9212,0.6818700332633596,5.215294460897955,True,True,True
development_2,two_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-05-14,1,348.0,164.1576,411.9615649088275,81.10531141948404,91.9212,-1.0420488693014558,-3.3087610831187533,True,True,False
development_2,two_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-05-15,2,523.0,339.1576,470.1758022606791,81.10531141948404,91.9212,0.3978785609024897,-1.8688336529148077,False,True,False
development_2,two_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-05-14,1,348.0,0.0,411.9615649088275,81.10531141948404,91.9212,-1.0420488693014558,-5.332766627601062,True,True,True
development_2,two_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-05-15,2,523.0,155.3152,470.1758022606791,81.10531141948404,91.9212,0.3978785609024897,-4.135545866732105,True,True,True
development_2,three_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-05-16,1,621.0,804.8424,584.4721879533458,81.10531141948404,91.9212,0.19694984973115431,2.4636620635484516,False,True,False
development_2,three_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-05-17,2,524.0,707.8424,568.9726556946351,81.10531141948404,91.9212,-0.8079222889104382,1.4587899249068592,False,True,False
development_2,three_day_positive_sustained_spike,2,CA_1,HOBBIES_1,2015-05-18,3,436.0,619.8424,446.6836702839059,81.10531141948404,91.9212,-0.3851511434624723,1.8815610703548251,False,True,False
development_2,three_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-05-16,1,621.0,988.6848,584.4721879533458,81.10531141948404,91.9212,0.19694984973115431,4.730374277365749,True,True,True
development_2,three_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-05-17,2,524.0,891.6848,568.9726556946351,81.10531141948404,91.9212,-0.8079222889104382,3.7255021387241567,True,True,False
development_2,three_day_positive_sustained_spike,4,CA_1,HOBBIES_1,2015-05-18,3,436.0,803.6848,446.6836702839059,81.10531141948404,91.9212,-0.3851511434624723,4.148273284172123,True,True,True
development_2,three_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-05-19,1,467.0,283.1576,405.3500887857238,81.10531141948404,91.9212,0.5066965078468996,-1.7600157059703971,False,True,False
development_2,three_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-05-20,2,522.0,338.1576,405.9469084619332,81.10531141948404,91.9212,1.1774686110746704,-1.089243602742627,False,True,False
development_2,three_day_negative_sustained_drop,2,CA_1,HOBBIES_1,2015-05-21,3,408.0,224.1576,406.7658879163877,81.10531141948404,91.9212,-0.23820907322149507,-2.5049212870387922,False,True,False
development_2,three_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-05-19,1,467.0,99.3152,405.3500887857238,81.10531141948404,91.9212,0.5066965078468996,-4.026727919787694,True,True,True
development_2,three_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-05-20,2,522.0,154.3152,405.9469084619332,81.10531141948404,91.9212,1.1774686110746704,-3.3559558165599244,True,True,False
development_2,three_day_negative_sustained_drop,4,CA_1,HOBBIES_1,2015-05-21,3,408.0,40.315200000000004,406.7658879163877,81.10531141948404,91.9212,-0.23820907322149507,-4.7716335008560895,True,True,True
development_2,one_day_positive_spike,2,CA_1,HOBBIES_2,2015-04-28,1,35.0,52.7912,46.294528379424776,10.83498747825522,8.8956,-0.20737188123816702,1.4346420145513052,False,True,False
development_2,one_day_positive_spike,4,CA_1,HOBBIES_2,2015-04-28,1,35.0,70.5824,46.294528379424776,10.83498747825522,8.8956,-0.20737188123816702,3.0766559103407776,True,True,False
development_2,one_day_negative_drop,2,CA_1,HOBBIES_2,2015-04-29,1,36.0,18.2088,46.294528379424776,10.83498747825522,8.8956,-0.1150782812679867,-1.7570921770574586,False,True,False
development_2,one_day_negative_drop,4,CA_1,HOBBIES_2,2015-04-29,1,36.0,0.4176000000000002,46.294528379424776,10.83498747825522,8.8956,-0.1150782812679867,-3.399106072846931,True,True,False
development_2,two_day_positive_sustained_spike,2,CA_1,HOBBIES_2,2015-04-30,1,24.0,41.7912,49.93502200364069,10.83498747825522,8.8956,-1.558595743157526,0.08341815263194635,False,True,False
development_2,two_day_positive_sustained_spike,2,CA_1,HOBBIES_2,2015-05-01,2,46.0,63.7912,57.352449760492874,10.83498747825522,8.8956,-0.21271765401218645,1.4292962417772856,False,True,False
development_2,two_day_positive_sustained_spike,4,CA_1,HOBBIES_2,2015-04-30,1,24.0,59.5824,49.93502200364069,10.83498747825522,8.8956,-1.558595743157526,1.7254320484214178,False,True,False
development_2,two_day_positive_sustained_spike,4,CA_1,HOBBIES_2,2015-05-01,2,46.0,81.5824,57.352449760492874,10.83498747825522,8.8956,-0.21271765401218645,3.0713101375667584,True,True,False
development_2,two_day_negative_sustained_drop,2,CA_1,HOBBIES_2,2015-05-02,1,51.0,33.2088,60.817800546458166,10.83498747825522,8.8956,-0.07107935335751547,-1.7130932491469877,False,True,False
development_2,two_day_negative_sustained_drop,2,CA_1,HOBBIES_2,2015-05-03,2,45.0,27.2088,58.53208048121216,10.83498747825522,8.8956,-0.41388361983296823,-2.05589751562244,False,True,False
development_2,two_day_negative_sustained_drop,4,CA_1,HOBBIES_2,2015-05-02,1,51.0,15.4176,60.817800546458166,10.83498747825522,8.8956,-0.07107935335751547,-3.355107144936459,True,True,False
development_2,two_day_negative_sustained_drop,4,CA_1,HOBBIES_2,2015-05-03,2,45.0,9.4176,58.53208048121216,10.83498747825522,8.8956,-0.41388361983296823,-3.6979114114119125,True,True,False
development_2,three_day_positive_sustained_spike,2,CA_1,HOBBIES_2,2015-05-04,1,50.0,67.7912,47.84244340497504,10.83498747825522,8.8956,1.0341694681585705,2.676183363948042,False,True,False
development_2,three_day_positive_sustained_spike,2,CA_1,HOBBIES_2,2015-05-05,2,55.0,72.7912,45.05812141425683,10.83498747825522,8.8956,1.7526125680089941,3.3946264637984664,True,True,False
development_2,three_day_positive_sustained_spike,2,CA_1,HOBBIES_2,2015-05-06,3,51.0,68.7912,47.371393366480646,10.83498747825522,8.8956,1.16993797194749,2.8119518677369624,False,True,False
development_2,three_day_positive_sustained_spike,4,CA_1,HOBBIES_2,2015-05-04,1,50.0,85.5824,47.84244340497504,10.83498747825522,8.8956,1.0341694681585705,4.318197259737515,True,True,True
development_2,three_day_positive_sustained_spike,4,CA_1,HOBBIES_2,2015-05-05,2,55.0,90.5824,45.05812141425683,10.83498747825522,8.8956,1.7526125680089941,5.036640359587939,True,True,True
development_2,three_day_positive_sustained_spike,4,CA_1,HOBBIES_2,2015-05-06,3,51.0,86.5824,47.371393366480646,10.83498747825522,8.8956,1.16993797194749,4.453965763526435,True,True,True
development_2,three_day_negative_sustained_drop,2,CA_1,HOBBIES_2,2015-05-07,1,55.0,37.2088,47.47236621686538,10.83498747825522,8.8956,1.5297932239669536,-0.11222067182251862,False,True,False
development_2,three_day_negative_sustained_drop,2,CA_1,HOBBIES_2,2015-05-08,2,49.0,31.2088,55.05813839195747,10.83498747825522,8.8956,0.27591340155299793,-1.3661004942364738,False,True,False
development_2,three_day_negative_sustained_drop,2,CA_1,HOBBIES_2,2015-05-09,3,60.0,42.2088,61.73180335854118,10.83498747825522,8.8956,0.6752064364640978,-0.9668074593253744,False,True,False
development_2,three_day_negative_sustained_drop,4,CA_1,HOBBIES_2,2015-05-07,1,55.0,19.4176,47.47236621686538,10.83498747825522,8.8956,1.5297932239669536,-1.7542345676119901,False,True,False
development_2,three_day_negative_sustained_drop,4,CA_1,HOBBIES_2,2015-05-08,2,49.0,13.4176,55.05813839195747,10.83498747825522,8.8956,0.27591340155299793,-3.008114390025946,True,True,False
development_2,three_day_negative_sustained_drop,4,CA_1,HOBBIES_2,2015-05-09,3,60.0,24.4176,61.73180335854118,10.83498747825522,8.8956,0.6752064364640978,-2.608821355114846,False,True,False
development_2,one_day_positive_spike,2,CA_1,HOUSEHOLD_1,2015-05-10,1,757.0,1081.6894,695.3166951147323,89.50719752401402,162.3447,0.42950371135323817,4.057026513783608,True,True,True
development_2,one_day_positive_spike,4,CA_1,HOUSEHOLD_1,2015-05-10,1,757.0,1406.3788,695.3166951147323,89.50719752401402,162.3447,0.42950371135323817,7.684549316213977,True,True,True
development_2,one_day_negative_drop,2,CA_1,HOUSEHOLD_1,2015-05-11,1,655.0,330.3106,670.5254769451439,89.50719752401402,162.3447,-0.4330948725170379,-4.060617674947408,True,True,True
development_2,one_day_negative_drop,4,CA_1,HOUSEHOLD_1,2015-05-11,1,655.0,5.621200000000044,670.5254769451439,89.50719752401402,162.3447,-0.4330948725170379,-7.688140477377777,True,True,True
development_2,two_day_positive_sustained_spike,2,CA_1,HOUSEHOLD_1,2015-05-12,1,649.0,973.6894,595.4944578847703,89.50719752401402,162.3447,0.3381394077412966,3.9656622101716663,True,True,False
development_2,two_day_positive_sustained_spike,2,CA_1,HOUSEHOLD_1,2015-05-13,2,616.0,940.6894,591.7314323431104,89.50719752401402,162.3447,0.011495570518082383,3.639018372948452,True,True,False
development_2,two_day_positive_sustained_spike,4,CA_1,HOUSEHOLD_1,2015-05-12,1,649.0,1298.3788,595.4944578847703,89.50719752401402,162.3447,0.3381394077412966,7.593185012602036,True,True,True
development_2,two_day_positive_sustained_spike,4,CA_1,HOUSEHOLD_1,2015-05-13,2,616.0,1265.3788,591.7314323431104,89.50719752401402,162.3447,0.011495570518082383,7.266541175378822,True,True,True
development_2,two_day_negative_sustained_drop,2,CA_1,HOUSEHOLD_1,2015-05-14,1,537.0,212.31060000000002,589.5660048092961,89.50719752401402,162.3447,-0.8469222393521423,-4.474445041782512,True,True,True
development_2,two_day_negative_sustained_drop,2,CA_1,HOUSEHOLD_1,2015-05-15,2,670.0,345.3106,697.3895948523066,89.50719752401402,162.3447,-0.5656441896150252,-4.193166992045395,True,True,True
development_2,two_day_negative_sustained_drop,4,CA_1,HOUSEHOLD_1,2015-05-14,1,537.0,0.0,589.5660048092961,89.50719752401402,162.3447,-0.8469222393521423,-6.84643976257621,True,True,True
development_2,two_day_negative_sustained_drop,4,CA_1,HOUSEHOLD_1,2015-05-15,2,670.0,20.621200000000044,697.3895948523066,89.50719752401402,162.3447,-0.5656441896150252,-7.820689794475765,True,True,True
development_2,three_day_positive_sustained_spike,2,CA_1,HOUSEHOLD_1,2015-05-16,1,950.0,1274.6894,880.509419054725,89.50719752401402,162.3447,0.5167288315220682,4.144251633952438,True,True,True
development_2,three_day_positive_sustained_spike,2,CA_1,HOUSEHOLD_1,2015-05-17,2,974.0,1298.6894,919.00550059002,89.50719752401402,162.3447,0.3547744643170635,3.982297266747433,True,True,False
development_2,three_day_positive_sustained_spike,2,CA_1,HOUSEHOLD_1,2015-05-18,3,779.0,1103.6894,663.5719355531514,89.50719752401402,162.3447,1.0299555302939618,4.657478332724332,True,True,True
development_2,three_day_positive_sustained_spike,4,CA_1,HOUSEHOLD_1,2015-05-16,1,950.0,1599.3788,880.509419054725,89.50719752401402,162.3447,0.5167288315220682,7.771774436382808,True,True,True
development_2,three_day_positive_sustained_spike,4,CA_1,HOUSEHOLD_1,2015-05-17,2,974.0,1623.3788,919.00550059002,89.50719752401402,162.3447,0.3547744643170635,7.609820069177803,True,True,True
development_2,three_day_positive_sustained_spike,4,CA_1,HOUSEHOLD_1,2015-05-18,3,779.0,1428.3788,663.5719355531514,89.50719752401402,162.3447,1.0299555302939618,8.285001135154701,True,True,True
development_2,three_day_negative_sustained_drop,2,CA_1,HOUSEHOLD_1,2015-05-19,1,564.0,239.31060000000002,588.5409164927779,89.50719752401402,162.3447,-0.5338179405721548,-4.161340743002524,True,True,True
development_2,three_day_negative_sustained_drop,2,CA_1,HOUSEHOLD_1,2015-05-20,2,609.0,284.3106,585.3805073202093,89.50719752401402,162.3447,0.004243919309533401,-3.6232788831208365,True,True,False
development_2,three_day_negative_sustained_drop,2,CA_1,HOUSEHOLD_1,2015-05-21,3,583.0,258.3106,583.215079786395,89.50719752401402,162.3447,-0.26204273836166775,-3.8895655407920375,True,True,False
